legislator_id,nombre,distrito,bloque,mandato_inicio,mandato_fin,foto
HCDN1222,"Alizegui, Antonio Anibal",Entre Ríos,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN2350,"Allende, Walberto",San Juan,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2350.jpg
HCDN2350,"Allende, Walberto",San Juan,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2350.jpg
HCDN3171,"Almena, Carlos Alberto",San Luis,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN3029,"Almiron, Lisandro",Corrientes,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3029.jpg
HCDN2937,"Alonso, Constanza Maria",Buenos Aires,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2937.jpg
HCDN0733,"Alonso, Gumersindo Federico",Córdoba,Frente Civico - Cordoba,2009-12-10,2013-12-09,
HCDN1568,"Alonso, Horacio Fernando",Buenos Aires,Federal Unidos por una Nueva Argentina,2013-12-10,2017-12-09,
HCDN1139,"Alonso, Laura",CABA,Pro,2009-12-10,2013-12-09,
HCDN1139,"Alonso, Laura",CABA,Union Pro,2013-12-10,2015-12-22,
HCDN2351,"Alonso, Laura V.",Buenos Aires,Frente de Todos,2017-12-10,2019-12-10,
HCDN1233,"Alonso, Maria Luz",La Pampa,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN2352,"Alume Sbodio, Karim Augusto",San Luis,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2352.jpg
HCDN0846,"Alvarez Rodriguez, Maria Cristina",Buenos Aires,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN0846,"Alvarez Rodriguez, Maria Cristina",Buenos Aires,Frente de Todos,2019-12-10,2021-09-21,
HCDN3178,"Alvarez, Claudio",San Luis,Innovación Federal,2023-12-10,2027-12-09,
HCDN1140,"Alvarez, Elsa Maria",Santa Cruz,Ucr,2009-12-10,2013-12-09,
HCDN2790,"Alvarez, Felipe",La Rioja,Ser - Somos Energia para Renovar,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2790.jpg
HCDN1141,"Alvarez, Jorge Mario",Santa Fe,Ucr,2009-12-10,2013-12-09,
HCDN0693,"Alvarez, Juan Jose",Buenos Aires,Nucleo Unidad Peronista,2007-12-10,2011-12-09,
HCDN0974,"Alvaro, Hector Jorge",Mendoza,De la Concertacion,2007-12-10,2011-12-09,
HCDN1142,"Amadeo, Eduardo Pablo",Buenos Aires,Frente Renovador,2009-12-10,2013-12-09,
HCDN1142,"Amadeo, Eduardo Pablo",Buenos Aires,Pro,2015-12-10,2019-12-09,
HCDN2806,"Amaya, Domingo Luis",Tucumán,Encuentro Federal,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2806.jpg
HCDN2805,"Ameri, Juan Emilio",Salta,Frente de Todos,2017-12-10,2020-09-24,https://api.argentinadatos.com/static/diputados/diputados/HCDN2805.jpg
HCDN3185,"Andino, Cristian",San Juan,Unión por la Patria,2025-12-10,2029-12-09,
HCDN3226,"Andrade, Javier",CABA,Unión por la Patria,2023-12-10,2027-12-09,
HCDN3157,"Andreussi, Barbara",Jujuy,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN2793,"Angelini, Federico",Santa Fe,Pro,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2793.jpg
HCDN2354,"Ansaloni, Pablo",Buenos Aires,Unidad y Equidad Federal,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2354.jpg
HCDN2354,"Ansaloni, Pablo",Buenos Aires,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2354.jpg
HCDN2893,"Antola, Marcela",Entre Ríos,Democracia para Siempre,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2893.jpg
HCDN2759,"Aparicio, Alicia N.",Buenos Aires,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2759.jpg
HCDN3032,"Arabia, Damian",CABA,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3032.jpg
HCDN1234,"Aragon, Santiago Diego",Buenos Aires,Frente para la Victoria - Pj,2011-12-10,2012-03-02,
HCDN3022,"Arancibia Rodriguez, Alberto Gustavo",San Luis,La Libertad Avanza,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3022.jpg
HCDN3047,"Araujo Hernandez, Jorge Neri",Tierra del Fuego,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3047.jpg
HCDN3023,"Araujo, Maria Fernanda",CABA,La Libertad Avanza,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3023.jpg
HCDN0975,"Arbo, Jose Ameghino",Corrientes,Partido Liberal de Corrientes,2007-12-10,2011-12-09,
HCDN2355,"Arce, Mario Horacio",Formosa,Ucr,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2355.jpg
HCDN3049,"Ardohain, Martin",La Pampa,Pro,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3049.jpg
HCDN1143,"Arena, Celia Isabel",Santa Fe,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN1396,"Arenas, Berta Hortensia",San Luis,Compromiso Federal,2013-12-10,2017-12-09,
HCDN0976,"Areta, Maria Josefa",Corrientes,Frente de Todos,2007-12-10,2011-12-09,
HCDN1069,"Argüello, Octavio",Buenos Aires,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN1144,"Argumedo, Alcira Susana",CABA,Movimiento Proyecto Sur,2009-12-10,2013-12-09,
HCDN1144,"Argumedo, Alcira Susana",CABA,Proyecto Sur - Unen,2013-12-10,2017-12-09,
HCDN2934,"Arjol, Martin",Misiones,Liga del Interior Eli,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2934.jpg
HCDN1235,"Arregui, Andres Roberto",Buenos Aires,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN3014,"Arricau, Carolina Natalia",Buenos Aires,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3014.jpg
HCDN1581,"Arrieta, Gustavo Hector",Buenos Aires,Frente para la Victoria - Pj,2013-12-10,2017-12-09,
HCDN3059,"Arrieta, Lourdes Micaela",Mendoza,Provincias Unidas,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3059.jpg
HCDN2356,"Arroyo, Daniel",Buenos Aires,Red por Argentina,2017-12-10,2019-12-10,https://api.argentinadatos.com/static/diputados/diputados/HCDN2356.jpg
HCDN2356,"Arroyo, Daniel",Buenos Aires,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2356.jpg
HCDN3030,"Arrua, Alberto",Misiones,Innovación Federal,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3030.jpg
HCDN2758,"Ascarate, Lidia Ines",Tucumán,Ucr,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2758.jpg
HCDN1224,"Asef, Daniel Edgardo",Córdoba,Nucleo Unidad Peronista,2007-12-10,2011-12-09,
HCDN2441,"Asencio, Fernando",Buenos Aires,Red por Argentina,2015-12-10,2019-12-09,
HCDN1145,"Aspiazu, Lucio Bernardo",Corrientes,Ucr,2009-12-10,2013-12-09,
HCDN1236,"Asseff, Alberto",Buenos Aires,Unir,2011-12-10,2015-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1236.jpg
HCDN1236,"Asseff, Alberto",Buenos Aires,Pro,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1236.jpg
HCDN0061,"Atanasof, Alfredo Nestor",Buenos Aires,Frente Peronista,2009-12-10,2013-12-09,
HCDN2921,"Aubone, Ana Fabiola",San Juan,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2921.jpg
HCDN1582,"Austin, Brenda Lis",Córdoba,Ucr,2013-12-10,2017-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1582.jpg
HCDN1582,"Austin, Brenda Lis",Córdoba,Ucr,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1582.jpg
HCDN3028,"Aveiro, Martin",Mendoza,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3028.jpg
HCDN3058,"Avico, Belen",Córdoba,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3058.jpg
HCDN2357,"Avila, Beatriz Luisa",Tucumán,Partido por la Justicia Social,2017-12-10,2021-12-09,
HCDN3052,"Avila, Fernanda",Catamarca,Elijo Catamarca,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3052.jpg
HCDN3094,"Avila, Jorge Antonio",Chubut,Provincias Unidas,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3094.jpg
HCDN1237,"Avoscan, Herman Horacio",Río Negro,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN2358,"Ayala, Aida Beatriz Maxima",Chaco,Ucr,2017-12-10,2021-12-09,
HCDN2947,"Bachey, Karina Ethel",San Luis,Pro,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2947.jpg
HCDN2359,"Bahillo, Juan Jose",Entre Ríos,Justicialista,2017-12-10,2019-12-02,
HCDN1530,"Balbo, Elva Susana",Mendoza,Pro,2015-12-10,2018-04-30,
HCDN1238,"Balcedo, Maria Ester",Buenos Aires,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1364,"Baldassi, Hector W.",Córdoba,Union Pro,2013-12-10,2017-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1364.jpg
HCDN1364,"Baldassi, Hector W.",Córdoba,Pro,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1364.jpg
HCDN1364,"Baldassi, Hector W.",Córdoba,Pro,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1364.jpg
HCDN1034,"Baldata, Griselda Angela",Córdoba,Coalicion Civica,2007-12-10,2011-12-09,
