legislator_id,nombre,distrito,bloque,mandato_inicio,mandato_fin,foto
HCDN3106,"Garcia, Carlos",Chaco,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3106.jpg
HCDN0993,"Garcia, Irma Adriana",La Pampa,Union Peronista,2007-12-10,2011-12-09,
HCDN0885,"Garcia, Maria Teresa",Buenos Aires,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN0885,"Garcia, Maria Teresa",Buenos Aires,Frente para la Victoria - Pj,2013-12-10,2017-12-09,
HCDN0885,"Garcia, Maria Teresa",Buenos Aires,Unión por la Patria,2025-12-10,2029-12-09,
HCDN0749,"Garcia, Susana Rosa",Santa Fe,Coalicion Civica,2007-12-10,2011-12-09,
HCDN2814,"Garcia, Ximena",Santa Fe,Ucr,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2814.jpg
HCDN1091,"Gardella, Patricia Susana",Buenos Aires,Corriente de Pensamiento Federal,2007-12-10,2011-12-09,
HCDN1176,"Garnero, Estela Ramona",Córdoba,Cordoba Federal,2009-12-10,2013-12-09,
HCDN1265,"Garramuño, Jorge Alberto",Tierra del Fuego,Mov Pop Fueguino,2011-12-10,2013-12-09,
HCDN3146,"Garramuño, Ricardo",Tierra del Fuego,Somos Fueguinos,2021-12-10,2025-12-09,
HCDN0096,"Garre, Nilda Celia",CABA,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN1501,"Garreton, Facundo",Tucumán,Pro,2015-12-10,2019-12-09,
HCDN3099,"Garrido, Jose Luis",Santa Cruz,Por Santa Cruz,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3099.jpg
HCDN1266,"Garrido, Manuel",CABA,Ucr,2011-12-10,2015-12-09,
HCDN1521,"Gayol, Yanina Celeste",Entre Ríos,Pro,2015-12-10,2019-12-09,
HCDN1267,"Gdansky, Carlos Enrique",Buenos Aires,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1177,"Germano, Daniel",Santa Fe,Frente Peronista,2009-12-10,2013-12-09,
HCDN1421,"Gervasoni, Lautaro",Entre Ríos,Frente para la Victoria - Pj,2013-12-10,2017-12-09,
HCDN1268,"Giaccone, Claudia Alejandra",Santa Fe,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN0887,"Giacomino, Daniel Oscar",Córdoba,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN3169,"Giampieri, Antonela",CABA,Pro,2025-12-10,2029-12-09,
HCDN0426,"Giannettasio, Graciela Maria",Buenos Aires,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN0426,"Giannettasio, Graciela Maria",Buenos Aires,Frente para la Victoria - Pj,2011-12-10,2015-11-27,
HCDN0381,"Gil Lavedra, Ricardo Rodolfo",CABA,Ucr,2009-12-10,2013-12-09,
HCDN0994,"Gil Lozano, Claudia Fernanda",CABA,Coalicion Civica,2007-12-10,2011-12-09,
HCDN1366,"Gill, Martin Rodrigo",Córdoba,Frente para la Victoria - Pj,2013-12-10,2015-12-09,
HCDN1384,"Gimenez, Patricia Viviana",Mendoza,Ucr,2013-12-10,2017-12-09,
HCDN2382,"Ginocchio, Silvana Micaela",Catamarca,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2382.jpg
HCDN2382,"Ginocchio, Silvana Micaela",Catamarca,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2382.jpg
HCDN0298,"Gioja, Jose Luis",San Juan,Frente para la Victoria - Pj,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0298.jpg
HCDN0298,"Gioja, Jose Luis",San Juan,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0298.jpg
HCDN0752,"Gioja, Juan Carlos",San Juan,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN2278,"Giordano, Juan Carlos",Buenos Aires,Izquierda Socialista - Frente de Izquierda,2013-12-10,2017-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2278.jpg
HCDN2278,"Giordano, Juan Carlos",Buenos Aires,Izquierda Socialista - Frente de Izquierda,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2278.jpg
HCDN2278,"Giordano, Juan Carlos",Buenos Aires,Izquierda Socialista Fit-Unidad,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2278.jpg
HCDN3026,"Giorgi, Melina",Santa Fe,Democracia para Siempre,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3026.jpg
HCDN0427,"Giubergia, Miguel Angel",Jujuy,Ucr,2007-12-10,2011-12-09,
HCDN0427,"Giubergia, Miguel Angel",Jujuy,Ucr,2011-12-10,2015-07-15,
HCDN3043,"Giudici, Silvana",CABA,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3043.jpg
HCDN0754,"Giudici, Silvana Myriam",CABA,Ucr,2007-12-10,2011-12-09,
HCDN3074,"Giuliano, Diego A.",Santa Fe,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3074.jpg
HCDN1343,"Giustozzi, Ruben Dario",Buenos Aires,Juntos por Argentina,2013-12-10,2017-12-09,
HCDN3053,"Glinski, Jose",Chubut,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3053.jpg
HCDN2751,"Godoy, Lucas Javier",Salta,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2751.jpg
HCDN0755,"Godoy, Ruperto Eduardo",San Juan,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN1474,"Goicoechea, Horacio",Chaco,Ucr,2015-12-10,2019-12-09,
HCDN3211,"Goitia, Rosario",Chaco,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN2926,"Gollan, Daniel",Buenos Aires,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2926.jpg
HCDN1399,"Gomez Bull, Mauricio Ricardo",Santa Cruz,Frente para la Victoria - Pj,2013-12-10,2017-12-09,
HCDN3062,"Gomez, Jose",Santiago del Estero,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3062.jpg
HCDN3200,"Gonzales, Alfredo",Jujuy,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN3170,"Gonzalez Estevarena, Maria Luisa",Buenos Aires,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN2285,"Gonzalez Seligra, Nathalia Ines",Buenos Aires,Pts - Frente de Izquierda,2015-12-10,2019-03-10,
HCDN1466,"Gonzalez, Alvaro",CABA,Pro,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1466.jpg
HCDN1466,"Gonzalez, Alvaro",CABA,Pro,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1466.jpg
HCDN1466,"Gonzalez, Alvaro",CABA,Pro,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1466.jpg
HCDN3186,"Gonzalez, Diogenes Ignacio",Corrientes,Ucr - Unión Cívica Radical,2025-12-10,2029-12-09,
HCDN3055,"Gonzalez, Gerardo Gustavo",Formosa,Innovación Federal,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3055.jpg
HCDN1178,"Gonzalez, Gladys Esther",Buenos Aires,Pro,2009-12-10,2013-12-09,
HCDN1178,"Gonzalez, Gladys Esther",Buenos Aires,Union Pro,2013-12-10,2017-01-06,
HCDN2979,"Gonzalez, Gustavo Carlos Miguel",Santa Cruz,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2979.jpg
HCDN1402,"Gonzalez, Josefina Victoria",Santa Fe,Frente para la Victoria - Pj,2013-12-10,2017-12-09,
HCDN1402,"Gonzalez, Josefina Victoria",Santa Fe,Frente de Todos,2017-12-10,2021-12-09,
HCDN0995,"Gonzalez, Juan Dante",Mendoza,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN0995,"Gonzalez, Juan Dante",Mendoza,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN0954,"Gonzalez, Nancy Susana",Chubut,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN1316,"Gonzalez, Pablo Gerardo",Santa Cruz,Frente de Todos,2019-12-10,2021-02-10,
HCDN1423,"Gonzalez, Veronica",Tierra del Fuego,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN3192,"Grabois, Juan",Buenos Aires,Unión por la Patria,2025-12-10,2029-12-09,
HCDN1452,"Grana, Adrian Eduardo",Buenos Aires,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN0011,"Granados, Dulce",Buenos Aires,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN0011,"Granados, Dulce",Buenos Aires,Frente para la Victoria - Pj,2013-12-10,2017-12-09,
HCDN2383,"Grande, Martin",Salta,Pro,2017-12-10,2021-12-09,
HCDN1503,"Grandinetti, Alejandro Ariel",Santa Fe,Consenso Federal,2015-12-10,2019-12-09,
HCDN1075,"Gribaudo, Christian Alejandro",Buenos Aires,Pro,2007-12-10,2011-12-09,
HCDN1075,"Gribaudo, Christian Alejandro",Buenos Aires,Union Pro,2013-12-10,2016-02-29,
HCDN1269,"Grosso, Leonardo",Buenos Aires,Frente para la Victoria - Pj,2011-12-10,2015-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1269.jpg
HCDN1269,"Grosso, Leonardo",Buenos Aires,Movimiento Evita,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1269.jpg
HCDN1269,"Grosso, Leonardo",Buenos Aires,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1269.jpg
HCDN3207,"Gruber, Maura",Misiones,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN1270,"Guccione, Jose Daniel",Misiones,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1458,"Guerin, Maria Isabel",Buenos Aires,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN2850,"Guevara, Francisco",San Juan,Frente de Todos,2017-12-10,2021-12-09,
HCDN1029,"Gullo, Juan Carlos Dante",CABA,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN2768,"Gutierrez, Carlos",Córdoba,Cordoba Federal,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2768.jpg
HCDN2768,"Gutierrez, Carlos",Córdoba,Provincias Unidas,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2768.jpg
HCDN1344,"Gutierrez, Hector Maria",Buenos Aires,Ucr,2013-12-10,2017-12-09,
HCDN1271,"Gutierrez, Monica Edith",Córdoba,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN2775,"Gutierrez, Ramiro",Buenos Aires,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2775.jpg
HCDN2775,"Gutierrez, Ramiro",Buenos Aires,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2775.jpg
HCDN1561,"Guzman, Andres Ernesto",Córdoba,Brigadier General Juan Bautista Bustos,2013-12-10,2017-12-09,
HCDN3247,"Guzman, Jairo",Santa Cruz,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN1179,"Guzman, Olga Elizabeth",Neuquén,Mov Pop Neuquino,2009-12-10,2013-12-09,
HCDN1345,"Guzman, Sandro Adrian",Buenos Aires,Frente Norte,2013-12-10,2017-12-09,
HCDN3237,"Hadad, Raul",Corrientes,Unión por la Patria,2025-12-10,2029-12-09,
HCDN2804,"Hagman, Itai",CABA,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2804.jpg
HCDN2804,"Hagman, Itai",CABA,Unión por la Patria,2023-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2804.jpg
HCDN2804,"Hagman, Itai",CABA,Unión por la Patria,2025-12-10,2029-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2804.jpg
HCDN1325,"Harispe, Gaston",Buenos Aires,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN3210,"Hartfield, Diego",Misiones,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN2781,"Hein, Gustavo Rene",Entre Ríos,Pro,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2781.jpg
HCDN1180,"Heller, Carlos",CABA,Frente Nuevo Encuentro,2009-12-10,2013-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1180.jpg
HCDN1180,"Heller, Carlos",CABA,Solidario Si,2013-12-10,2017-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1180.jpg
HCDN1180,"Heller, Carlos",CABA,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1180.jpg
HCDN1180,"Heller, Carlos",CABA,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1180.jpg
HCDN2829,"Hernandez, Estela",Chubut,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2829.jpg
HCDN1523,"Hernandez, Martin Osvaldo",Formosa,Ucr,2015-12-10,2019-12-09,
HCDN3204,"Herrera Ahuad, Oscar A.",Misiones,Innovación Federal,2025-12-10,2029-12-09,
HCDN2445,"Herrera, Bernardo Jose",Santiago del Estero,Frente de Todos,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2445.jpg
HCDN2445,"Herrera, Bernardo Jose",Santiago del Estero,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2445.jpg
HCDN0612,"Herrera, Griselda Noemi",La Rioja,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN0996,"Herrera, Jose Alberto",Santiago del Estero,Frente Civico por Santiago,2007-12-10,2011-12-09,
HCDN0996,"Herrera, Jose Alberto",Santiago del Estero,Frente Civico por Santiago,2011-12-10,2015-12-09,
HCDN0996,"Herrera, Jose Alberto",Santiago del Estero,Frente Civico por Santiago,2015-12-10,2017-11-08,
HCDN1529,"Herrera, Luis Beder",La Rioja,Justicialista,2015-12-10,2019-12-09,
HCDN3021,"Herrera, Marcela",Tucumán,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3021.jpg
HCDN2949,"Herrera, Ricardo",La Rioja,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2949.jpg
HCDN1464,"Hers Cabral, Anabella Ruth",CABA,Pro,2015-12-10,2018-12-12,
HCDN3232,"Holzman, Patricia",CABA,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN1484,"Horne, Silvia Renee",Río Negro,Movimiento Evita,2015-12-10,2019-12-09,
HCDN0997,"Hotton, Cynthia Liliana",CABA,Valores para Mi Pais,2007-12-10,2011-12-09,
HCDN1573,"Huczak, Stella Maris",Mendoza,Pro,2015-12-10,2019-12-09,
HCDN3098,"Huesen, Gerardo",Tucumán,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3098.jpg
HCDN3165,"Humenuk, Gladys",Buenos Aires,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN2436,"Hummel, Astrid",Santa Fe,Pro,2015-12-10,2019-12-09,
HCDN1522,"Huss, Juan Manuel",Entre Ríos,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN1272,"Ianni, Ana Maria",Santa Cruz,Frente para la Victoria - Pj,2011-12-10,2015-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1272.jpg
HCDN1272,"Ianni, Ana Maria",Santa Cruz,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1272.jpg
HCDN3092,"Ibañez, Maria Cecilia",Córdoba,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3092.jpg
HCDN1181,"Ibarra, Eduardo Mauricio",San Juan,Union por San Juan,2009-12-10,2013-12-09,
HCDN0660,"Ibarra, Vilma Lidia",CABA,Nuevo Encuentro Popular y Solidario,2007-12-10,2011-12-09,
HCDN1031,"Iglesias, Fernando Adolfo",CABA,Coalicion Civica,2007-12-10,2011-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1031.jpg
HCDN1031,"Iglesias, Fernando Adolfo",CABA,Pro,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1031.jpg
HCDN1031,"Iglesias, Fernando Adolfo",CABA,Pro,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1031.jpg
HCDN1475,"Igon, Santiago Nicolas",Chubut,Frente para la Victoria - Pj,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1475.jpg
HCDN1475,"Igon, Santiago Nicolas",Chubut,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1475.jpg
HCDN1499,"Incicco, Lucas Ciriaco",Santa Fe,Pro,2015-12-10,2019-12-09,
HCDN2384,"Infante, Hugo Orlando",Santiago del Estero,Frente Civico por Santiago,2017-12-10,2018-12-30,
HCDN1346,"Insaurralde, Martin",Buenos Aires,Frente para la Victoria - Pj,2013-12-10,2014-12-10,
HCDN2950,"Iparraguirre, Rogelio",Buenos Aires,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2950.jpg
HCDN0760,"Irrazabal, Juan Manuel",Misiones,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN1392,"Isa, Evita Nelida",Salta,Justicialista,2013-12-10,2017-12-09,
HCDN1134,"Iturraspe, Nora Graciela",Buenos Aires,Unidad Popular,2009-12-10,2013-12-09,
HCDN3243,"Jaime Quiroga, Carlos Gustavo",San Juan,Produccion y Trabajo,2025-12-10,2029-12-09,
HCDN1410,"Jaldo, Osvaldo Francisco",Tucumán,Frente para la Victoria - Pj,2013-12-10,2014-03-05,
HCDN1403,"Javkin, Pablo Lautaro",Santa Fe,Coalicion Civica Ari - Unen,2013-12-10,2015-12-09,
HCDN2824,"Jetter, Ingrid",Corrientes,Pro,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2824.jpg
HCDN2809,"Joury, Maria de las Mercedes",Buenos Aires,Pro,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2809.jpg
HCDN1407,"Juarez, Manuel Humberto",Santiago del Estero,Frente Civico por Santiago,2013-12-10,2017-12-09,
HCDN1353,"Juarez, Myrian del Valle",Catamarca,Frente Civico y Social de Catamarca,2013-12-10,2017-12-09,
HCDN1121,"Juez, Luis Alfredo",Córdoba,Pro,2019-12-10,2021-12-07,https://api.argentinadatos.com/static/diputados/diputados/HCDN1121.jpg
HCDN3068,"Juliano, Pablo",Buenos Aires,Provincias Unidas,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3068.jpg
HCDN1273,"Junio, Juan Carlos Isaac",CABA,Solidario Si,2011-12-10,2015-12-09,
HCDN1182,"Juri, Mariana",Mendoza,Ucr,2009-12-10,2013-12-09,
HCDN1076,"Katz, Daniel",Buenos Aires,Ucr,2007-12-10,2011-12-09,
HCDN0998,"Kenny, Eduardo Enrique Federico",La Pampa,Ucr,2007-12-10,2011-12-09,
HCDN1337,"Kicillof, Axel",CABA,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN1489,"Kirchner, Maximo Carlos",Santa Cruz,Frente para la Victoria - Pj,2015-12-10,2019-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1489.jpg
HCDN1489,"Kirchner, Maximo Carlos",Buenos Aires,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1489.jpg
HCDN1489,"Kirchner, Maximo Carlos",Buenos Aires,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1489.jpg
HCDN0707,"Kirchner, Nestor Carlos",Buenos Aires,Frente para la Victoria - Pj,2009-12-10,2010-10-27,
HCDN2941,"Klipauka Lewtak, Florencia",Misiones,La Libertad Avanza,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2941.jpg
HCDN2846,"Koenig, Marcelo",Buenos Aires,Frente de Todos,2017-12-10,2021-12-09,
HCDN0999,"Korenfeld, Beatriz Liliana",Santa Cruz,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN1274,"Kosiner, Pablo Francisco Juan",Salta,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1274,"Kosiner, Pablo Francisco Juan",Salta,Justicialista,2015-12-10,2019-12-09,
HCDN0895,"Kroneberger, Daniel Ricardo",La Pampa,Ucr,2011-12-10,2015-12-09,
HCDN0895,"Kroneberger, Daniel Ricardo",La Pampa,Ucr,2015-12-10,2019-12-09,
HCDN0896,"Kunkel, Carlos Miguel",Buenos Aires,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN0896,"Kunkel, Carlos Miguel",Buenos Aires,Frente para la Victoria - Pj,2013-12-10,2017-12-09,
HCDN2958,"Laciar, Susana Alicia",San Juan,Produccion y Trabajo,2021-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2958.jpg
HCDN2385,"Lacoste, Jorge Enrique",Entre Ríos,Ucr,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2385.jpg
HCDN1358,"Lagoria, Elia Nelly",Chubut,Trabajo y Dignidad,2013-12-10,2017-12-09,
HCDN2761,"Lampreabe, Florencia",Buenos Aires,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2761.jpg
HCDN1077,"Lanceta, Ruben Orfel",Buenos Aires,Ucr,2007-12-10,2011-12-09,
HCDN0837,"Landau, Jorge Alberto",Buenos Aires,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN0837,"Landau, Jorge Alberto",Buenos Aires,Frente para la Victoria - Pj,2011-12-10,2015-11-30,
HCDN2796,"Landriscini, Susana Graciela",Río Negro,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2796.jpg
HCDN3205,"Lanesan Sancho, Moira",Santa Cruz,Unión por la Patria,2025-12-10,2029-12-09,
HCDN1275,"Larroque, Andres",CABA,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1275,"Larroque, Andres",CABA,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN1275,"Larroque, Andres",Buenos Aires,Frente de Todos,2019-12-10,2020-05-01,
HCDN1433,"Laspina, Luciano Andres",Santa Fe,Union Pro,2013-12-10,2017-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1433.jpg
HCDN1433,"Laspina, Luciano Andres",Santa Fe,Pro,2017-12-10,2021-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1433.jpg
HCDN1433,"Laspina, Luciano Andres",Santa Fe,Pro,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1433.jpg
HCDN2749,"Latorre, Jimena",Mendoza,Ucr,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2749.jpg
HCDN3231,"Laumann, Andres Ariel",Entre Ríos,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN1468,"Lavagna, Marco",CABA,Consenso Federal,2015-12-10,2019-12-09,
HCDN2386,"Leavy, Sergio Napoleon",Salta,Frente para la Victoria - Pj,2017-12-10,2019-12-09,
HCDN2388,"Ledesma Abdala de Zamora, Claudia",Santiago del Estero,Frente Civico por Santiago,2017-12-10,2019-12-09,
HCDN1096,"Ledesma, Julio Ruben",Buenos Aires,Frente Renovador,2009-12-10,2013-12-09,
HCDN2886,"Ledesma, Tomas",Entre Ríos,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2886.jpg
HCDN0811,"Leguizamon, Maria Laura",Buenos Aires,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN2389,"Lehmann, Maria Lucila",Santa Fe,Coalicion Civica,2017-12-10,2021-12-09,
HCDN2792,"Leito, Mario",Tucumán,Frente de Todos,2019-12-10,2023-10-27,https://api.argentinadatos.com/static/diputados/diputados/HCDN2792.jpg
HCDN2799,"Leiva, Aldo",Chaco,Frente de Todos,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2799.jpg
HCDN2799,"Leiva, Aldo",Chaco,Unión por la Patria,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2799.jpg
HCDN3084,"Lemoine, Lilia",Buenos Aires,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3084.jpg
HCDN2771,"Lena, Gabriela",Entre Ríos,Ucr,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2771.jpg
HCDN3189,"Leone, Andres",CABA,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN1000,"Leverberg, Stella Maris",Misiones,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN1000,"Leverberg, Stella Maris",Misiones,Frente para la Victoria - Pj,2011-12-10,2015-12-09,
HCDN1078,"Linares, Maria Virginia",Buenos Aires,Gen,2007-12-10,2011-12-09,
HCDN1078,"Linares, Maria Virginia",Buenos Aires,Gen,2011-12-10,2015-12-09,
HCDN1445,"Lipovetzky, Daniel Andres",Buenos Aires,Pro,2015-12-10,2019-12-09,
HCDN2936,"Litza, Monica",Buenos Aires,Unión por la Patria,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2936.jpg
HCDN1579,"Litza, Monica Edith",Buenos Aires,Federal Unidos por una Nueva Argentina,2013-12-10,2017-12-09,
HCDN3025,"Llancafilo, Osvaldo",Neuquén,Movimiento Popular Neuquino,2021-12-10,2025-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3025.jpg
HCDN3070,"Llano, Mercedes",Mendoza,La Libertad Avanza,2023-12-10,2027-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN3070.jpg
HCDN1476,"Llanos Massa, Ana Maria",Chubut,Frente para la Victoria - Pj,2015-12-10,2019-12-09,
HCDN1183,"Llanos, Ermindo Edgardo Marcelo",Jujuy,Frente para la Victoria - Pj,2009-12-10,2013-12-09,
HCDN2390,"Llaryora, Martin Miguel",Córdoba,Cordoba Federal,2017-12-10,2019-12-09,
HCDN1038,"Llera, Timoteo",Misiones,Frente para la Victoria - Pj,2007-12-10,2011-12-09,
HCDN3172,"Lluch, Enrique",Córdoba,La Libertad Avanza,2025-12-10,2029-12-09,
HCDN0530,"Lombardi, Hernan",Buenos Aires,Pro,2021-12-10,2025-03-10,https://api.argentinadatos.com/static/diputados/diputados/HCDN0530.jpg
HCDN3161,"Longo, Johanna Sabrina",Buenos Aires,La Libertad Avanza,2025-12-10,2029-12-09,
