legislator_id,law_id,acta_id,legislador,distrito,bloque,voto,voto_raw,hcdn_asset_id,foto
HCDN2362,jubilaciones-incremento-2025,5655,"Campagnoli, Marcela",Buenos Aires,Coalicion Civica,AFIRMATIVO,afirmativo,A51061,https://api.argentinadatos.com/static/diputados/diputados/HCDN2362.jpg
HCDN3044,jubilaciones-incremento-2025,5655,"Campero, Mariano",Tucumán,La Libertad Avanza,AUSENTE,ausente,REC2013,https://api.argentinadatos.com/static/diputados/diputados/HCDN3044.jpg
HCDN3093,jubilaciones-incremento-2025,5655,"Campitelli, Celia",Santiago del Estero,Unión por la Patria,AUSENTE,ausente,REC2025,https://api.argentinadatos.com/static/diputados/diputados/HCDN3093.jpg
HCDN3080,jubilaciones-incremento-2025,5655,"Capozzi, Sergio Eduardo",Río Negro,Provincias Unidas,NEGATIVO,negativo,REC1963,https://api.argentinadatos.com/static/diputados/diputados/HCDN3080.jpg
HCDN2923,jubilaciones-incremento-2025,5655,"Carbajal, Fernando",Formosa,Democracia para Siempre,AFIRMATIVO,afirmativo,REC41,https://api.argentinadatos.com/static/diputados/diputados/HCDN2923.jpg
HCDN3090,jubilaciones-incremento-2025,5655,"Carignano, Florencia",Santa Fe,Unión por la Patria,AFIRMATIVO,afirmativo,REC1979,https://api.argentinadatos.com/static/diputados/diputados/HCDN3090.jpg
HCDN1361,jubilaciones-incremento-2025,5655,"Carrizo, Ana Carla",CABA,Democracia para Siempre,AFIRMATIVO,afirmativo,A50810,https://api.argentinadatos.com/static/diputados/diputados/HCDN1361.jpg
HCDN1365,jubilaciones-incremento-2025,5655,"Carrizo, Soledad",Córdoba,Ucr - Unión Cívica Radical,ABSTENCION,abstencion,A50821,https://api.argentinadatos.com/static/diputados/diputados/HCDN1365.jpg
HCDN2366,jubilaciones-incremento-2025,5655,"Carro, Pablo",Córdoba,Unión por la Patria,AFIRMATIVO,afirmativo,A51112,https://api.argentinadatos.com/static/diputados/diputados/HCDN2366.jpg
HCDN2780,jubilaciones-incremento-2025,5655,"Casas, Sergio Guillermo",La Rioja,Unión por la Patria,AFIRMATIVO,afirmativo,A51161,https://api.argentinadatos.com/static/diputados/diputados/HCDN2780.jpg
HCDN1454,jubilaciones-incremento-2025,5655,"Castagneto, Carlos Daniel",Buenos Aires,Unión por la Patria,AFIRMATIVO,afirmativo,A50896,https://api.argentinadatos.com/static/diputados/diputados/HCDN1454.jpg
HCDN3066,jubilaciones-incremento-2025,5655,"Castillo, Christian",Buenos Aires,Pts-Frente de Izquierda Unidad,AFIRMATIVO,afirmativo,REC2007,https://api.argentinadatos.com/static/diputados/diputados/HCDN3066.jpg
HCDN2930,jubilaciones-incremento-2025,5655,"Cervi, Pablo",Neuquén,Liga del Interior Eli,NEGATIVO,negativo,REC57,https://api.argentinadatos.com/static/diputados/diputados/HCDN2930.jpg
HCDN2911,jubilaciones-incremento-2025,5655,"Chaher, Leila",Jujuy,Unión por la Patria,AFIRMATIVO,afirmativo,REC42,https://api.argentinadatos.com/static/diputados/diputados/HCDN2911.jpg
HCDN3085,jubilaciones-incremento-2025,5655,"Chica, Jorge",San Juan,Unión por la Patria,AFIRMATIVO,afirmativo,REC2001,https://api.argentinadatos.com/static/diputados/diputados/HCDN3085.jpg
HCDN2885,jubilaciones-incremento-2025,5655,"Chomiak, Maria Luisa",Chaco,Unión por la Patria,AFIRMATIVO,afirmativo,REC72,https://api.argentinadatos.com/static/diputados/diputados/HCDN2885.jpg
HCDN2919,jubilaciones-incremento-2025,5655,"Chumpitaz, Gabriel Felipe",Santa Fe,Futuro y Libertad,NEGATIVO,negativo,REC32,https://api.argentinadatos.com/static/diputados/diputados/HCDN2919.jpg
HCDN2803,jubilaciones-incremento-2025,5655,"Cipolini, Gerardo",Chaco,Ucr - Unión Cívica Radical,AUSENTE,ausente,A51196,https://api.argentinadatos.com/static/diputados/diputados/HCDN2803.jpg
HCDN2765,jubilaciones-incremento-2025,5655,"Cisneros, Carlos",Tucumán,Unión por la Patria,AFIRMATIVO,afirmativo,A51152,https://api.argentinadatos.com/static/diputados/diputados/HCDN2765.jpg
HCDN1066,jubilaciones-incremento-2025,5655,"Cobos, Julio",Mendoza,Ucr - Unión Cívica Radical,AFIRMATIVO,afirmativo,A50843,https://api.argentinadatos.com/static/diputados/diputados/HCDN1066.jpg
HCDN3034,jubilaciones-incremento-2025,5655,"Coletta, Mariela",CABA,Provincias Unidas,AFIRMATIVO,afirmativo,REC1961,https://api.argentinadatos.com/static/diputados/diputados/HCDN3034.jpg
HCDN2894,jubilaciones-incremento-2025,5655,"Coli, Marcela",La Pampa,Democracia para Siempre,AUSENTE,ausente,REC45,https://api.argentinadatos.com/static/diputados/diputados/HCDN2894.jpg
HCDN3072,jubilaciones-incremento-2025,5655,"Correa Llano, Facundo",Mendoza,La Libertad Avanza,NEGATIVO,negativo,REC1990,https://api.argentinadatos.com/static/diputados/diputados/HCDN3072.jpg
HCDN3060,jubilaciones-incremento-2025,5655,"D'alessandro, Carlos",San Luis,Coherencia,AUSENTE,ausente,REC1958,https://api.argentinadatos.com/static/diputados/diputados/HCDN3060.jpg
HCDN2822,jubilaciones-incremento-2025,5655,"Daives, Ricardo",Santiago del Estero,Unión por la Patria,AFIRMATIVO,afirmativo,A51182,https://api.argentinadatos.com/static/diputados/diputados/HCDN2822.jpg
HCDN2928,jubilaciones-incremento-2025,5655,"De la Sota, Natalia",Córdoba,Defendamos Córdoba,AFIRMATIVO,afirmativo,REC30,https://api.argentinadatos.com/static/diputados/diputados/HCDN2928.jpg
HCDN2942,jubilaciones-incremento-2025,5655,"De Loredo, Rodrigo",Córdoba,Ucr - Unión Cívica Radical,ABSTENCION,abstencion,REC26,https://api.argentinadatos.com/static/diputados/diputados/HCDN2942.jpg
HCDN3101,jubilaciones-incremento-2025,5655,"De Sensi, Maria Florencia",Buenos Aires,Pro,NEGATIVO,negativo,REC2039,https://api.argentinadatos.com/static/diputados/diputados/HCDN3101.jpg
HCDN1383,jubilaciones-incremento-2025,5655,"Del Caño, Nicolas",Buenos Aires,Pts-Frente de Izquierda Unidad,AFIRMATIVO,afirmativo,A50844,https://api.argentinadatos.com/static/diputados/diputados/HCDN1383.jpg
HCDN3041,jubilaciones-incremento-2025,5655,"Diez, Romina",Santa Fe,La Libertad Avanza,NEGATIVO,negativo,REC2012,https://api.argentinadatos.com/static/diputados/diputados/HCDN3041.jpg
HCDN2954,jubilaciones-incremento-2025,5655,"Domingo, Agustin",Río Negro,Innovación Federal,AUSENTE,ausente,REC58,https://api.argentinadatos.com/static/diputados/diputados/HCDN2954.jpg
HCDN3024,jubilaciones-incremento-2025,5655,"Emma, Nicolas",CABA,La Libertad Avanza,NEGATIVO,negativo,REC2042,https://api.argentinadatos.com/static/diputados/diputados/HCDN3024.jpg
HCDN2901,jubilaciones-incremento-2025,5655,"Espert, Jose Luis",Buenos Aires,La Libertad Avanza,NEGATIVO,negativo,REC4,https://api.argentinadatos.com/static/diputados/diputados/HCDN2901.jpg
HCDN1514,jubilaciones-incremento-2025,5655,"Estevez, Gabriela Beatriz",Córdoba,Unión por la Patria,AFIRMATIVO,afirmativo,A50936,https://api.argentinadatos.com/static/diputados/diputados/HCDN1514.jpg
HCDN2884,jubilaciones-incremento-2025,5655,"Estrada, Emiliano",Salta,Unión por la Patria,AFIRMATIVO,afirmativo,REC61,https://api.argentinadatos.com/static/diputados/diputados/HCDN2884.jpg
HCDN3089,jubilaciones-incremento-2025,5655,"Falcone, Eduardo",Buenos Aires,Mid - Movimiento de Integración y Desarrollo,AUSENTE,ausente,REC1969,https://api.argentinadatos.com/static/diputados/diputados/HCDN3089.jpg
HCDN2891,jubilaciones-incremento-2025,5655,"Fein, Monica",Santa Fe,Encuentro Federal,AFIRMATIVO,afirmativo,A4629,https://api.argentinadatos.com/static/diputados/diputados/HCDN2891.jpg
HCDN2985,jubilaciones-incremento-2025,5655,"Fernandez, Carlos Alberto",Misiones,Innovación Federal,AUSENTE,ausente,REC52,https://api.argentinadatos.com/static/diputados/diputados/HCDN2985.jpg
HCDN3020,jubilaciones-incremento-2025,5655,"Fernandez, Elia Marina",Tucumán,Independencia,AFIRMATIVO,afirmativo,REC1951,https://api.argentinadatos.com/static/diputados/diputados/HCDN3020.jpg
HCDN2903,jubilaciones-incremento-2025,5655,"Fernandez, Agustin",Tucumán,Independencia,AFIRMATIVO,afirmativo,REC81,https://api.argentinadatos.com/static/diputados/diputados/HCDN2903.jpg
HCDN3057,jubilaciones-incremento-2025,5655,"Fernandez Molero, Daiana",CABA,Pro,NEGATIVO,negativo,REC1964,https://api.argentinadatos.com/static/diputados/diputados/HCDN3057.jpg
HCDN2376,jubilaciones-incremento-2025,5655,"Fernandez Patri, Ramiro",Formosa,Unión por la Patria,AFIRMATIVO,afirmativo,A51050,https://api.argentinadatos.com/static/diputados/diputados/HCDN2376.jpg
HCDN2787,jubilaciones-incremento-2025,5655,"Ferraro, Maximiliano",CABA,Coalicion Civica,AFIRMATIVO,afirmativo,A51181,https://api.argentinadatos.com/static/diputados/diputados/HCDN2787.jpg
HCDN3139,jubilaciones-incremento-2025,5655,"Ferreyra, Alida",CABA,La Libertad Avanza,NEGATIVO,negativo,REC2046,https://api.argentinadatos.com/static/diputados/diputados/HCDN3139.jpg
HCDN2888,jubilaciones-incremento-2025,5655,"Figueroa Casas, Germana",Santa Fe,Pro,ABSTENCION,abstencion,REC70,https://api.argentinadatos.com/static/diputados/diputados/HCDN2888.jpg
HCDN2955,jubilaciones-incremento-2025,5655,"Finocchiaro, Alejandro",Buenos Aires,Pro,NEGATIVO,negativo,REC2,https://api.argentinadatos.com/static/diputados/diputados/HCDN2955.jpg
HCDN2810,jubilaciones-incremento-2025,5655,"Frade, Monica",Buenos Aires,Coalicion Civica,AFIRMATIVO,afirmativo,A51199,https://api.argentinadatos.com/static/diputados/diputados/HCDN2810.jpg
HCDN3087,jubilaciones-incremento-2025,5655,"Freites, Andrea",Tierra del Fuego,Unión por la Patria,AFIRMATIVO,afirmativo,REC1973,https://api.argentinadatos.com/static/diputados/diputados/HCDN3087.jpg
HCDN1375,jubilaciones-incremento-2025,5655,"Gaillard, Ana Carolina",Entre Ríos,Unión por la Patria,AFIRMATIVO,afirmativo,A50833,https://api.argentinadatos.com/static/diputados/diputados/HCDN1375.jpg
HCDN3106,jubilaciones-incremento-2025,5655,"Garcia, Carlos",Chaco,La Libertad Avanza,NEGATIVO,negativo,REC1993,https://api.argentinadatos.com/static/diputados/diputados/HCDN3106.jpg
HCDN2910,jubilaciones-incremento-2025,5655,"Garcia Aresca, Ignacio",Córdoba,Provincias Unidas,AFIRMATIVO,afirmativo,REC31,https://api.argentinadatos.com/static/diputados/diputados/HCDN2910.jpg
HCDN3146,jubilaciones-incremento-2025,5655,"Garramuño, Ricardo",Tierra del Fuego,Somos Fueguinos,NEGATIVO,negativo,REC2050,
HCDN3099,jubilaciones-incremento-2025,5655,"Garrido, Jose Luis",Santa Cruz,Por Santa Cruz,ABSTENCION,abstencion,REC1962,https://api.argentinadatos.com/static/diputados/diputados/HCDN3099.jpg
HCDN2382,jubilaciones-incremento-2025,5655,"Ginocchio, Silvana Micaela",Catamarca,Unión por la Patria,AFIRMATIVO,afirmativo,A51051,https://api.argentinadatos.com/static/diputados/diputados/HCDN2382.jpg
HCDN3026,jubilaciones-incremento-2025,5655,"Giorgi, Melina",Santa Fe,Democracia para Siempre,AFIRMATIVO,afirmativo,REC2040,https://api.argentinadatos.com/static/diputados/diputados/HCDN3026.jpg
HCDN3043,jubilaciones-incremento-2025,5655,"Giudici, Silvana",CABA,La Libertad Avanza,NEGATIVO,negativo,A4356,https://api.argentinadatos.com/static/diputados/diputados/HCDN3043.jpg
HCDN3074,jubilaciones-incremento-2025,5655,"Giuliano, Diego A.",Santa Fe,Unión por la Patria,AFIRMATIVO,afirmativo,REC2014,https://api.argentinadatos.com/static/diputados/diputados/HCDN3074.jpg
HCDN3053,jubilaciones-incremento-2025,5655,"Glinski, Jose",Chubut,Unión por la Patria,AFIRMATIVO,afirmativo,REC2004,https://api.argentinadatos.com/static/diputados/diputados/HCDN3053.jpg
HCDN2926,jubilaciones-incremento-2025,5655,"Gollan, Daniel",Buenos Aires,Unión por la Patria,AFIRMATIVO,afirmativo,REC18,https://api.argentinadatos.com/static/diputados/diputados/HCDN2926.jpg
HCDN3062,jubilaciones-incremento-2025,5655,"Gomez, Jose",Santiago del Estero,Unión por la Patria,AUSENTE,ausente,REC2027,https://api.argentinadatos.com/static/diputados/diputados/HCDN3062.jpg
HCDN2979,jubilaciones-incremento-2025,5655,"Gonzalez, Gustavo Carlos Miguel",Santa Cruz,Unión por la Patria,AFIRMATIVO,afirmativo,REC68,https://api.argentinadatos.com/static/diputados/diputados/HCDN2979.jpg
HCDN1466,jubilaciones-incremento-2025,5655,"Gonzalez, Alvaro",CABA,Pro,AUSENTE,ausente,A50919,https://api.argentinadatos.com/static/diputados/diputados/HCDN1466.jpg
HCDN3055,jubilaciones-incremento-2025,5655,"Gonzalez, Gerardo Gustavo",Formosa,Innovación Federal,NEGATIVO,negativo,REC2030,https://api.argentinadatos.com/static/diputados/diputados/HCDN3055.jpg
HCDN2768,jubilaciones-incremento-2025,5655,"Gutierrez, Carlos",Córdoba,Provincias Unidas,AFIRMATIVO,afirmativo,A51185,https://api.argentinadatos.com/static/diputados/diputados/HCDN2768.jpg
HCDN2775,jubilaciones-incremento-2025,5655,"Gutierrez, Ramiro",Buenos Aires,Unión por la Patria,AFIRMATIVO,afirmativo,A51201,https://api.argentinadatos.com/static/diputados/diputados/HCDN2775.jpg
HCDN2804,jubilaciones-incremento-2025,5655,"Hagman, Itai",CABA,Unión por la Patria,AUSENTE,ausente,A51202,https://api.argentinadatos.com/static/diputados/diputados/HCDN2804.jpg
HCDN1180,jubilaciones-incremento-2025,5655,"Heller, Carlos",CABA,Unión por la Patria,AFIRMATIVO,afirmativo,A4763,https://api.argentinadatos.com/static/diputados/diputados/HCDN1180.jpg
HCDN2949,jubilaciones-incremento-2025,5655,"Herrera, Ricardo",La Rioja,Unión por la Patria,AFIRMATIVO,afirmativo,REC48,https://api.argentinadatos.com/static/diputados/diputados/HCDN2949.jpg
HCDN2445,jubilaciones-incremento-2025,5655,"Herrera, Bernardo Jose",Santiago del Estero,Unión por la Patria,AFIRMATIVO,afirmativo,A51138,https://api.argentinadatos.com/static/diputados/diputados/HCDN2445.jpg
HCDN3098,jubilaciones-incremento-2025,5655,"Huesen, Gerardo",Tucumán,La Libertad Avanza,NEGATIVO,negativo,REC2028,https://api.argentinadatos.com/static/diputados/diputados/HCDN3098.jpg
HCDN1272,jubilaciones-incremento-2025,5655,"Ianni, Ana Maria",Santa Cruz,Unión por la Patria,AFIRMATIVO,afirmativo,A50751,https://api.argentinadatos.com/static/diputados/diputados/HCDN1272.jpg
HCDN3092,jubilaciones-incremento-2025,5655,"Ibañez, Maria Cecilia",Córdoba,La Libertad Avanza,NEGATIVO,negativo,REC2031,https://api.argentinadatos.com/static/diputados/diputados/HCDN3092.jpg
HCDN1031,jubilaciones-incremento-2025,5655,"Iglesias, Fernando Adolfo",CABA,Pro,NEGATIVO,negativo,A4666,https://api.argentinadatos.com/static/diputados/diputados/HCDN1031.jpg
HCDN2950,jubilaciones-incremento-2025,5655,"Iparraguirre, Rogelio",Buenos Aires,Unión por la Patria,AFIRMATIVO,afirmativo,REC15,https://api.argentinadatos.com/static/diputados/diputados/HCDN2950.jpg
HCDN3068,jubilaciones-incremento-2025,5655,"Juliano, Pablo",Buenos Aires,Provincias Unidas,AFIRMATIVO,afirmativo,REC1972,https://api.argentinadatos.com/static/diputados/diputados/HCDN3068.jpg
HCDN1489,jubilaciones-incremento-2025,5655,"Kirchner, Maximo Carlos",Buenos Aires,Unión por la Patria,AFIRMATIVO,afirmativo,A50966,https://api.argentinadatos.com/static/diputados/diputados/HCDN1489.jpg
HCDN2941,jubilaciones-incremento-2025,5655,"Klipauka Lewtak, Florencia",Misiones,La Libertad Avanza,NEGATIVO,negativo,REC54,https://api.argentinadatos.com/static/diputados/diputados/HCDN2941.jpg
HCDN1433,jubilaciones-incremento-2025,5655,"Laspina, Luciano Andres",Santa Fe,Pro,ABSTENCION,abstencion,A50884,https://api.argentinadatos.com/static/diputados/diputados/HCDN1433.jpg
HCDN2886,jubilaciones-incremento-2025,5655,"Ledesma, Tomas",Entre Ríos,Unión por la Patria,AFIRMATIVO,afirmativo,REC84,https://api.argentinadatos.com/static/diputados/diputados/HCDN2886.jpg
HCDN2799,jubilaciones-incremento-2025,5655,"Leiva, Aldo",Chaco,Unión por la Patria,AUSENTE,ausente,A51210,https://api.argentinadatos.com/static/diputados/diputados/HCDN2799.jpg
HCDN3084,jubilaciones-incremento-2025,5655,"Lemoine, Lilia",Buenos Aires,La Libertad Avanza,NEGATIVO,negativo,REC1994,https://api.argentinadatos.com/static/diputados/diputados/HCDN3084.jpg
HCDN2936,jubilaciones-incremento-2025,5655,"Litza, Monica",Buenos Aires,Unión por la Patria,AFIRMATIVO,afirmativo,A51022,https://api.argentinadatos.com/static/diputados/diputados/HCDN2936.jpg
HCDN3025,jubilaciones-incremento-2025,5655,"Llancafilo, Osvaldo",Neuquén,Movimiento Popular Neuquino,AFIRMATIVO,afirmativo,REC2044,https://api.argentinadatos.com/static/diputados/diputados/HCDN3025.jpg
HCDN3070,jubilaciones-incremento-2025,5655,"Llano, Mercedes",Mendoza,La Libertad Avanza,NEGATIVO,negativo,REC1992,https://api.argentinadatos.com/static/diputados/diputados/HCDN3070.jpg
HCDN2401,jubilaciones-incremento-2025,5655,"Lopez, Juan Manuel",Buenos Aires,Coalicion Civica,AFIRMATIVO,afirmativo,A51044,https://api.argentinadatos.com/static/diputados/diputados/HCDN2401.jpg
HCDN2898,jubilaciones-incremento-2025,5655,"Lopez Murphy, Ricardo Hipolito",CABA,Republicanos Unidos,AUSENTE,ausente,REC11,https://api.argentinadatos.com/static/diputados/diputados/HCDN2898.jpg
HCDN2791,jubilaciones-incremento-2025,5655,"Lopez Rodriguez, Dante",Catamarca,Unión por la Patria,AFIRMATIVO,afirmativo,A51235,https://api.argentinadatos.com/static/diputados/diputados/HCDN2791.jpg
HCDN1439,jubilaciones-incremento-2025,5655,"Lospennato, Silvia",Buenos Aires,Pro,ABSTENCION,abstencion,A50900,https://api.argentinadatos.com/static/diputados/diputados/HCDN1439.jpg
HCDN2402,jubilaciones-incremento-2025,5655,"Macha, Monica",Buenos Aires,Unión por la Patria,AFIRMATIVO,afirmativo,A51094,https://api.argentinadatos.com/static/diputados/diputados/HCDN2402.jpg
HCDN3075,jubilaciones-incremento-2025,5655,"Macyszyn, Lorena",Buenos Aires,La Libertad Avanza,NEGATIVO,negativo,REC1975,https://api.argentinadatos.com/static/diputados/diputados/HCDN3075.jpg
HCDN2908,jubilaciones-incremento-2025,5655,"Manes, Facundo",Buenos Aires,Democracia para Siempre,AFIRMATIVO,afirmativo,REC22,https://api.argentinadatos.com/static/diputados/diputados/HCDN2908.jpg
HCDN3081,jubilaciones-incremento-2025,5655,"Manrique, Mario",Buenos Aires,Unión por la Patria,AFIRMATIVO,afirmativo,REC2010,https://api.argentinadatos.com/static/diputados/diputados/HCDN3081.jpg
HCDN1565,jubilaciones-incremento-2025,5655,"Maquieyra, Martin",La Pampa,Pro,NEGATIVO,negativo,A51017,https://api.argentinadatos.com/static/diputados/diputados/HCDN1565.jpg
HCDN2944,jubilaciones-incremento-2025,5655,"Marin, Varinia Lis",La Pampa,Unión por la Patria,AFIRMATIVO,afirmativo,REC46,https://api.argentinadatos.com/static/diputados/diputados/HCDN2944.jpg
HCDN3007,jubilaciones-incremento-2025,5655,"Marino, Juan",Buenos Aires,Unión por la Patria,AFIRMATIVO,afirmativo,REC1936,https://api.argentinadatos.com/static/diputados/diputados/HCDN3007.jpg
HCDN3063,jubilaciones-incremento-2025,5655,"Marquez, Nadia",Neuquén,La Libertad Avanza,NEGATIVO,negativo,REC1956,https://api.argentinadatos.com/static/diputados/diputados/HCDN3063.jpg
HCDN2938,jubilaciones-incremento-2025,5655,"Martinez, Alvaro",Mendoza,La Libertad Avanza,NEGATIVO,negativo,REC51,https://api.argentinadatos.com/static/diputados/diputados/HCDN2938.jpg
HCDN2789,jubilaciones-incremento-2025,5655,"Martinez, German Pedro",Santa Fe,Unión por la Patria,AFIRMATIVO,afirmativo,A51215,https://api.argentinadatos.com/static/diputados/diputados/HCDN2789.jpg
HCDN2860,jubilaciones-incremento-2025,5655,"Marziotta, Gisela",CABA,Unión por la Patria,AFIRMATIVO,afirmativo,A51262,https://api.argentinadatos.com/static/diputados/diputados/HCDN2860.jpg
HCDN1512,jubilaciones-incremento-2025,5655,"Massot, Nicolas",Buenos Aires,Encuentro Federal,AFIRMATIVO,afirmativo,A50934,https://api.argentinadatos.com/static/diputados/diputados/HCDN1512.jpg
HCDN2948,jubilaciones-incremento-2025,5655,"Mastaler, Magali",Santa Fe,Unión por la Patria,AFIRMATIVO,afirmativo,REC34,https://api.argentinadatos.com/static/diputados/diputados/HCDN2948.jpg
HCDN3071,jubilaciones-incremento-2025,5655,"Mayoraz, Nicolas",Santa Fe,La Libertad Avanza,NEGATIVO,negativo,REC2017,https://api.argentinadatos.com/static/diputados/diputados/HCDN3071.jpg
HCDN2392,jubilaciones-incremento-2025,5655,"Medina, Gladys",Tucumán,Independencia,AFIRMATIVO,afirmativo,A51113,https://api.argentinadatos.com/static/diputados/diputados/HCDN2392.jpg
HCDN3107,jubilaciones-incremento-2025,5655,"Menem, Martin",La Rioja,La Libertad Avanza,PRESIDENTE,presidente,REC2023,https://api.argentinadatos.com/static/diputados/diputados/HCDN3107.jpg
HCDN1192,jubilaciones-incremento-2025,5655,"Milman, Gerardo",Buenos Aires,Pro,NEGATIVO,negativo,A4769,https://api.argentinadatos.com/static/diputados/diputados/HCDN1192.jpg
HCDN2738,jubilaciones-incremento-2025,5655,"Mirabella, Roberto",Santa Fe,Defendamos Santa Fe,AFIRMATIVO,afirmativo,REC33,https://api.argentinadatos.com/static/diputados/diputados/HCDN2738.jpg
HCDN3056,jubilaciones-incremento-2025,5655,"Molle, Matias",Buenos Aires,Unión por la Patria,AFIRMATIVO,afirmativo,REC2018,https://api.argentinadatos.com/static/diputados/diputados/HCDN3056.jpg
HCDN3095,jubilaciones-incremento-2025,5655,"Montenegro, Guillermo",Buenos Aires,La Libertad Avanza,NEGATIVO,negativo,REC1980,https://api.argentinadatos.com/static/diputados/diputados/HCDN3095.jpg
HCDN2927,jubilaciones-incremento-2025,5655,"Monti, Francisco",Catamarca,Liga del Interior Eli,NEGATIVO,negativo,REC77,https://api.argentinadatos.com/static/diputados/diputados/HCDN2927.jpg
HCDN2808,jubilaciones-incremento-2025,5655,"Montoto, Maria Luisa",Santiago del Estero,Unión por la Patria,AFIRMATIVO,afirmativo,A51238,https://api.argentinadatos.com/static/diputados/diputados/HCDN2808.jpg
HCDN1440,jubilaciones-incremento-2025,5655,"Monzo, Emilio",Buenos Aires,Encuentro Federal,AFIRMATIVO,afirmativo,A50901,https://api.argentinadatos.com/static/diputados/diputados/HCDN1440.jpg
HCDN3045,jubilaciones-incremento-2025,5655,"Monzon, Roxana",Buenos Aires,Unión por la Patria,AFIRMATIVO,afirmativo,REC1976,https://api.argentinadatos.com/static/diputados/diputados/HCDN3045.jpg
HCDN3008,jubilaciones-incremento-2025,5655,"Moran, Micaela",Buenos Aires,Unión por la Patria,AFIRMATIVO,afirmativo,REC1937,https://api.argentinadatos.com/static/diputados/diputados/HCDN3008.jpg
HCDN3046,jubilaciones-incremento-2025,5655,"Morchio, Francisco",Entre Ríos,La Libertad Avanza,NEGATIVO,negativo,REC2026,https://api.argentinadatos.com/static/diputados/diputados/HCDN3046.jpg
vote-moreau-leopoldo,jubilaciones-incremento-2025,5655,"Moreau, Leopoldo",,,AFIRMATIVO,afirmativo,A51098,
HCDN1463,jubilaciones-incremento-2025,5655,"Moreau, Cecilia",Buenos Aires,Unión por la Patria,AFIRMATIVO,afirmativo,A50898,https://api.argentinadatos.com/static/diputados/diputados/HCDN1463.jpg
HCDN3104,jubilaciones-incremento-2025,5655,"Moreno, Maria de los Angeles",San Juan,Produccion y Trabajo,AUSENTE,ausente,REC2041,https://api.argentinadatos.com/static/diputados/diputados/HCDN3104.jpg
HCDN3103,jubilaciones-incremento-2025,5655,"Moreno Ovalle, Julio",Salta,La Libertad Avanza,NEGATIVO,negativo,REC1984,https://api.argentinadatos.com/static/diputados/diputados/HCDN3103.jpg
HCDN2980,jubilaciones-incremento-2025,5655,"Moyano, Nilda",Santiago del Estero,Unión por la Patria,AFIRMATIVO,afirmativo,REC85,https://api.argentinadatos.com/static/diputados/diputados/HCDN2980.jpg
HCDN2340,jubilaciones-incremento-2025,5655,"Neder, Estela Mary",Santiago del Estero,Unión por la Patria,AFIRMATIVO,afirmativo,A51059,https://api.argentinadatos.com/static/diputados/diputados/HCDN2340.jpg
HCDN2983,jubilaciones-incremento-2025,5655,"Nieri, Lisandro",Mendoza,Ucr - Unión Cívica Radical,ABSTENCION,abstencion,REC86,https://api.argentinadatos.com/static/diputados/diputados/HCDN2983.jpg
HCDN3076,jubilaciones-incremento-2025,5655,"Noblega, Sebastian",Catamarca,Elijo Catamarca,AFIRMATIVO,afirmativo,REC1989,https://api.argentinadatos.com/static/diputados/diputados/HCDN3076.jpg
HCDN1500,jubilaciones-incremento-2025,5655,"Nuñez, Jose",Santa Fe,Provincias Unidas,AUSENTE,ausente,A50973,https://api.argentinadatos.com/static/diputados/diputados/HCDN1500.jpg
HCDN2400,jubilaciones-incremento-2025,5655,"Oliveto Lago, Paula",CABA,Coalicion Civica,AFIRMATIVO,afirmativo,A51115,https://api.argentinadatos.com/static/diputados/diputados/HCDN2400.jpg
HCDN2909,jubilaciones-incremento-2025,5655,"Omodeo, Paula",Tucumán,Creo,NEGATIVO,negativo,REC79,https://api.argentinadatos.com/static/diputados/diputados/HCDN2909.jpg
HCDN3096,jubilaciones-incremento-2025,5655,"Orozco, Emilia",Salta,La Libertad Avanza,NEGATIVO,negativo,REC1987,https://api.argentinadatos.com/static/diputados/diputados/HCDN3096.jpg
HCDN0633,jubilaciones-incremento-2025,5655,"Osuna, Blanca Ines",Entre Ríos,Unión por la Patria,AFIRMATIVO,afirmativo,A51218,https://api.argentinadatos.com/static/diputados/diputados/HCDN0633.jpg
HCDN3100,jubilaciones-incremento-2025,5655,"Outes, Pablo",Salta,Innovación Federal,AUSENTE,ausente,REC1991,https://api.argentinadatos.com/static/diputados/diputados/HCDN3100.jpg
HCDN3061,jubilaciones-incremento-2025,5655,"Pagano, Marcela Marina",Buenos Aires,Coherencia,AUSENTE,ausente,REC1968,https://api.argentinadatos.com/static/diputados/diputados/HCDN3061.jpg
HCDN2904,jubilaciones-incremento-2025,5655,"Palazzo, Sergio Omar",Buenos Aires,Unión por la Patria,AFIRMATIVO,afirmativo,REC19,https://api.argentinadatos.com/static/diputados/diputados/HCDN2904.jpg
HCDN2922,jubilaciones-incremento-2025,5655,"Paponet, Liliana",Mendoza,Unión por la Patria,AFIRMATIVO,afirmativo,REC49,https://api.argentinadatos.com/static/diputados/diputados/HCDN2922.jpg
HCDN2784,jubilaciones-incremento-2025,5655,"Parola, Maria Graciela",Formosa,Unión por la Patria,AFIRMATIVO,afirmativo,A51173,https://api.argentinadatos.com/static/diputados/diputados/HCDN2784.jpg
HCDN1460,jubilaciones-incremento-2025,5655,"Passo, Marcela Fabiana",Buenos Aires,Unión por la Patria,AFIRMATIVO,afirmativo,A50912,https://api.argentinadatos.com/static/diputados/diputados/HCDN1460.jpg
