id,election_id,district_id,alliance,alliance_code,name
2025-salta-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2025,Salta,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,502,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2025-salta-fuerza-patria,diputados-2025,Salta,FUERZA PATRIA,503,FUERZA PATRIA
2025-salta-la-libertad-avanza,diputados-2025,Salta,LA LIBERTAD AVANZA,96,LA LIBERTAD AVANZA
2025-salta-movimiento-al-socialismo,diputados-2025,Salta,MOVIMIENTO AL SOCIALISMO,13,MOVIMIENTO AL SOCIALISMO
2025-salta-partido-de-la-victoria,diputados-2025,Salta,PARTIDO DE LA VICTORIA,54,PARTIDO DE LA VICTORIA
2025-salta-partido-renacer,diputados-2025,Salta,PARTIDO RENACER,240,PARTIDO RENACER
2025-salta-politica-obrera,diputados-2025,Salta,POLITICA OBRERA,92,POLITICA OBRERA
2025-salta-primero-los-saltenos,diputados-2025,Salta,PRIMERO LOS SALTEÑOS,501,PRIMERO LOS SALTEÑOS
2025-salta-union-civica-radical,diputados-2025,Salta,UNION CIVICA RADICAL,3,UNION CIVICA RADICAL
2025-san-juan-de-izquierda-y-de-trabajadores-unidad,diputados-2025,San Juan,DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,503,DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2025-san-juan-fuerza-san-juan,diputados-2025,San Juan,FUERZA SAN JUAN,501,FUERZA SAN JUAN
2025-san-juan-partido-cruzada-renovadora,diputados-2025,San Juan,PARTIDO CRUZADA RENOVADORA,153,PARTIDO CRUZADA RENOVADORA
2025-san-juan-partido-evolucion-liberal,diputados-2025,San Juan,PARTIDO EVOLUCION LIBERAL,198,PARTIDO EVOLUCION LIBERAL
2025-san-juan-partido-hacemos,diputados-2025,San Juan,PARTIDO HACEMOS,97,PARTIDO HACEMOS
2025-san-juan-partido-ideas-de-la-libertad,diputados-2025,San Juan,PARTIDO IDEAS DE LA LIBERTAD,194,PARTIDO IDEAS DE LA LIBERTAD
2025-san-juan-partido-la-libertad-avanza,diputados-2025,San Juan,PARTIDO LA LIBERTAD AVANZA,96,PARTIDO LA LIBERTAD AVANZA
2025-san-juan-partido-libertario,diputados-2025,San Juan,PARTIDO LIBERTARIO,191,PARTIDO LIBERTARIO
2025-san-juan-por-san-juan,diputados-2025,San Juan,POR SAN JUAN,502,POR SAN JUAN
2025-san-luis-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2025,San Luis,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,506,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2025-san-luis-frente-justicialista,diputados-2025,San Luis,FRENTE JUSTICIALISTA,504,FRENTE JUSTICIALISTA
2025-san-luis-frente-pueblo,diputados-2025,San Luis,FRENTE PUEBLO,501,FRENTE PUEBLO
2025-san-luis-la-libertad-avanza,diputados-2025,San Luis,LA LIBERTAD AVANZA,502,LA LIBERTAD AVANZA
2025-san-luis-movimiento-al-socialismo,diputados-2025,San Luis,MOVIMIENTO AL SOCIALISMO,13,MOVIMIENTO AL SOCIALISMO
2025-san-luis-provincias-unidas,diputados-2025,San Luis,PROVINCIAS UNIDAS,503,PROVINCIAS UNIDAS
2025-santa-cruz-coalicion-civica-afirmacion-para-una-republica-igualitaria-ari,diputados-2025,Santa Cruz,COALICION CIVICA - AFIRMACION PARA UNA REPUBLICA IGUALITARIA -ARI-,47,COALICION CIVICA - AFIRMACION PARA UNA REPUBLICA IGUALITARIA -ARI-
2025-santa-cruz-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2025,Santa Cruz,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,501,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2025-santa-cruz-fuerza-santacrucena,diputados-2025,Santa Cruz,FUERZA SANTACRUCEñA,502,FUERZA SANTACRUCEñA
2025-santa-cruz-la-libertad-avanza,diputados-2025,Santa Cruz,LA LIBERTAD AVANZA,96,LA LIBERTAD AVANZA
2025-santa-cruz-movimiento-al-socialismo,diputados-2025,Santa Cruz,MOVIMIENTO AL SOCIALISMO,13,MOVIMIENTO AL SOCIALISMO
2025-santa-cruz-por-santa-cruz,diputados-2025,Santa Cruz,POR SANTA CRUZ,503,POR SANTA CRUZ
2025-santa-cruz-pro-propuesta-republicana,diputados-2025,Santa Cruz,PRO - PROPUESTA REPUBLICANA,64,PRO - PROPUESTA REPUBLICANA
2025-santa-cruz-proyecto-alternativo,diputados-2025,Santa Cruz,PROYECTO ALTERNATIVO,180,PROYECTO ALTERNATIVO
2025-santa-fe-coalicion-civica-afirmacion-para-una-republica-igualitaria-ari,diputados-2025,Santa Fe,COALICION CIVICA - AFIRMACION PARA UNA REPUBLICA IGUALITARIA (ARI),47,COALICION CIVICA - AFIRMACION PARA UNA REPUBLICA IGUALITARIA (ARI)
2025-santa-fe-compromiso-federal,diputados-2025,Santa Fe,COMPROMISO FEDERAL,82,COMPROMISO FEDERAL
2025-santa-fe-defendamos-santa-fe,diputados-2025,Santa Fe,DEFENDAMOS SANTA FE,504,DEFENDAMOS SANTA FE
2025-santa-fe-frente-amplio-por-la-soberania,diputados-2025,Santa Fe,FRENTE AMPLIO POR LA SOBERANIA,501,FRENTE AMPLIO POR LA SOBERANIA
2025-santa-fe-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2025,Santa Fe,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,502,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2025-santa-fe-fuerza-patria,diputados-2025,Santa Fe,FUERZA PATRIA,505,FUERZA PATRIA
2025-santa-fe-igualdad-y-participacion,diputados-2025,Santa Fe,IGUALDAD Y PARTICIPACIÓN,213,IGUALDAD Y PARTICIPACIÓN
2025-santa-fe-la-libertad-avanza,diputados-2025,Santa Fe,LA LIBERTAD AVANZA,96,LA LIBERTAD AVANZA
2025-santa-fe-movimiento-al-socialismo,diputados-2025,Santa Fe,MOVIMIENTO AL SOCIALISMO,13,MOVIMIENTO AL SOCIALISMO
2025-santa-fe-movimiento-independiente-renovador,diputados-2025,Santa Fe,MOVIMIENTO INDEPENDIENTE RENOVADOR,177,MOVIMIENTO INDEPENDIENTE RENOVADOR
2025-santa-fe-nuevas-ideas,diputados-2025,Santa Fe,NUEVAS IDEAS,227,NUEVAS IDEAS
2025-santa-fe-partido-autonomista,diputados-2025,Santa Fe,PARTIDO AUTONOMISTA,36,PARTIDO AUTONOMISTA
2025-santa-fe-partido-fe,diputados-2025,Santa Fe,PARTIDO FE,77,PARTIDO FE
2025-santa-fe-politica-obrera,diputados-2025,Santa Fe,POLITICA OBRERA,92,POLITICA OBRERA
2025-santa-fe-provincias-unidas,diputados-2025,Santa Fe,PROVINCIAS UNIDAS,503,PROVINCIAS UNIDAS
2025-santa-fe-republicanos-unidos,diputados-2025,Santa Fe,REPUBLICANOS UNIDOS,219,REPUBLICANOS UNIDOS
2025-santiago-del-estero-despierta-santiago,diputados-2025,Santiago del Estero,DESPIERTA SANTIAGO,503,DESPIERTA SANTIAGO
2025-santiago-del-estero-frente-civico-por-santiago,diputados-2025,Santiago del Estero,FRENTE CIVICO POR SANTIAGO,501,FRENTE CIVICO POR SANTIAGO
2025-santiago-del-estero-frente-fuerza-patria-peronista,diputados-2025,Santiago del Estero,FRENTE FUERZA PATRIA PERONISTA,502,FRENTE FUERZA PATRIA PERONISTA
2025-santiago-del-estero-hacemos-por-santiago,diputados-2025,Santiago del Estero,HACEMOS POR SANTIAGO,504,HACEMOS POR SANTIAGO
2025-santiago-del-estero-la-libertad-avanza,diputados-2025,Santiago del Estero,LA LIBERTAD AVANZA,96,LA LIBERTAD AVANZA
2025-santiago-del-estero-nueva-izquierda,diputados-2025,Santiago del Estero,NUEVA IZQUIERDA,68,NUEVA IZQUIERDA
2025-santiago-del-estero-unite-por-la-libertad-y-la-dignidad,diputados-2025,Santiago del Estero,UNITE POR LA LIBERTAD Y LA DIGNIDAD,208,UNITE POR LA LIBERTAD Y LA DIGNIDAD
2025-tierra-del-fuego-defendamos-tierra-del-fuego,diputados-2025,Tierra del Fuego,DEFENDAMOS TIERRA DEL FUEGO,501,DEFENDAMOS TIERRA DEL FUEGO
2025-tierra-del-fuego-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2025,Tierra del Fuego,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,505,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2025-tierra-del-fuego-frente-patriota-federal,diputados-2025,Tierra del Fuego,FRENTE PATRIOTA FEDERAL,95,FRENTE PATRIOTA FEDERAL
2025-tierra-del-fuego-fuerza-patria,diputados-2025,Tierra del Fuego,FUERZA PATRIA,503,FUERZA PATRIA
2025-tierra-del-fuego-la-libertad-avanza,diputados-2025,Tierra del Fuego,LA LIBERTAD AVANZA,504,LA LIBERTAD AVANZA
2025-tierra-del-fuego-movimiento-al-socialismo,diputados-2025,Tierra del Fuego,MOVIMIENTO AL SOCIALISMO,13,MOVIMIENTO AL SOCIALISMO
2025-tierra-del-fuego-partido-frente-grande,diputados-2025,Tierra del Fuego,PARTIDO FRENTE GRANDE,41,PARTIDO FRENTE GRANDE
2025-tierra-del-fuego-provincias-unidas,diputados-2025,Tierra del Fuego,PROVINCIAS UNIDAS,502,PROVINCIAS UNIDAS
2025-tucuman-creo,diputados-2025,Tucumán,CREO,216,CREO
2025-tucuman-del-trabajo-y-del-pueblo,diputados-2025,Tucumán,DEL TRABAJO Y DEL PUEBLO,74,DEL TRABAJO Y DEL PUEBLO
2025-tucuman-frente-de-izquierda-y-de-trabajadores-unidad-fit,diputados-2025,Tucumán,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD FIT,503,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD FIT
2025-tucuman-frente-del-pueblo-unido,diputados-2025,Tucumán,FRENTE DEL PUEBLO UNIDO,170,FRENTE DEL PUEBLO UNIDO
2025-tucuman-frente-tucuman-primero,diputados-2025,Tucumán,FRENTE TUCUMÁN PRIMERO,501,FRENTE TUCUMÁN PRIMERO
2025-tucuman-fuerza-republicana,diputados-2025,Tucumán,FUERZA REPUBLICANA,181,FUERZA REPUBLICANA
2025-tucuman-la-libertad-avanza,diputados-2025,Tucumán,LA LIBERTAD AVANZA,502,LA LIBERTAD AVANZA
2025-tucuman-partido-politica-para-la-clase-obrera,diputados-2025,Tucumán,PARTIDO POLITICA PARA LA CLASE OBRERA,222,PARTIDO POLITICA PARA LA CLASE OBRERA
2025-tucuman-unidos-por-tucuman,diputados-2025,Tucumán,UNIDOS POR TUCUMAN,504,UNIDOS POR TUCUMAN
