id,election_id,district_id,alliance,alliance_code,name
2023-rio-negro-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2023,Río Negro,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,504,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2023-rio-negro-juntos-por-el-cambio,diputados-2023,Río Negro,JUNTOS POR EL CAMBIO,502,JUNTOS POR EL CAMBIO
2023-rio-negro-juntos-somos-rio-negro,diputados-2023,Río Negro,JUNTOS SOMOS RIO NEGRO,501,JUNTOS SOMOS RIO NEGRO
2023-rio-negro-partido-fe,diputados-2023,Río Negro,PARTIDO FE,77,PARTIDO FE
2023-rio-negro-union-por-la-patria,diputados-2023,Río Negro,UNION POR LA PATRIA,503,UNION POR LA PATRIA
2023-salta-ahora-patria,diputados-2023,Salta,AHORA PATRIA,231,AHORA PATRIA
2023-salta-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2023,Salta,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,501,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2023-salta-juntos-por-el-cambio,diputados-2023,Salta,JUNTOS POR EL CAMBIO,502,JUNTOS POR EL CAMBIO
2023-salta-partido-autonomista,diputados-2023,Salta,PARTIDO AUTONOMISTA,36,PARTIDO AUTONOMISTA
2023-salta-si-salta-independiente,diputados-2023,Salta,SI-SALTA INDEPENDIENTE,229,SI-SALTA INDEPENDIENTE
2023-salta-union-por-la-patria,diputados-2023,Salta,UNION POR LA PATRIA,503,UNION POR LA PATRIA
2023-san-juan-frente-union-por-la-patria-san-juan,diputados-2023,San Juan,FRENTE UNIÓN POR LA PATRIA - SAN JUAN,503,FRENTE UNIÓN POR LA PATRIA - SAN JUAN
2023-san-juan-juntos-por-el-cambio,diputados-2023,San Juan,JUNTOS POR EL CAMBIO,501,JUNTOS POR EL CAMBIO
2023-san-juan-la-libertad-avanza,diputados-2023,San Juan,LA LIBERTAD AVANZA,502,LA LIBERTAD AVANZA
2023-san-luis-frente-de-izquierda-y-de-trabajadores-unidad-san-luis,diputados-2023,San Luis,FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD SAN LUIS,504,FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD SAN LUIS
2023-san-luis-juntos-por-el-cambio-san-luis,diputados-2023,San Luis,JUNTOS POR EL CAMBIO SAN LUIS,502,JUNTOS POR EL CAMBIO SAN LUIS
2023-san-luis-la-libertad-avanza-san-luis,diputados-2023,San Luis,LA LIBERTAD AVANZA SAN LUIS,501,LA LIBERTAD AVANZA SAN LUIS
2023-san-luis-partido-union-y-libertad-san-luis,diputados-2023,San Luis,PARTIDO UNION Y LIBERTAD SAN LUIS,177,PARTIDO UNION Y LIBERTAD SAN LUIS
2023-san-luis-union-por-san-luis,diputados-2023,San Luis,UNION POR SAN LUIS,503,UNION POR SAN LUIS
2023-santa-cruz-cambia-santa-cruz,diputados-2023,Santa Cruz,CAMBIA SANTA CRUZ,502,CAMBIA SANTA CRUZ
2023-santa-cruz-frente-de-izquierda-y-de-los-trabajadores-unidad,diputados-2023,Santa Cruz,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES-UNIDAD,501,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES-UNIDAD
2023-santa-cruz-por-santa-cruz,diputados-2023,Santa Cruz,POR SANTA CRUZ,503,POR SANTA CRUZ
2023-santa-cruz-union-por-la-patria,diputados-2023,Santa Cruz,UNION POR LA PATRIA,504,UNION POR LA PATRIA
2023-santa-fe-frente-de-izquierda-y-trabajadores-unidad,diputados-2023,Santa Fe,FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,502,FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD
2023-santa-fe-juntos-por-el-cambio,diputados-2023,Santa Fe,JUNTOS POR EL CAMBIO,504,JUNTOS POR EL CAMBIO
2023-santa-fe-la-fuerza-de-santa-fe,diputados-2023,Santa Fe,LA FUERZA DE SANTA FE,506,LA FUERZA DE SANTA FE
2023-santa-fe-la-libertad-avanza,diputados-2023,Santa Fe,LA LIBERTAD AVANZA,501,LA LIBERTAD AVANZA
2023-santa-fe-union-por-la-patria,diputados-2023,Santa Fe,UNION POR LA PATRIA,507,UNION POR LA PATRIA
2023-santiago-del-estero-frente-civico-por-santiago,diputados-2023,Santiago del Estero,FRENTE CIVICO POR SANTIAGO,501,FRENTE CIVICO POR SANTIAGO
2023-santiago-del-estero-frente-renovador,diputados-2023,Santiago del Estero,FRENTE RENOVADOR,86,FRENTE RENOVADOR
2023-santiago-del-estero-juntos-por-el-cambio,diputados-2023,Santiago del Estero,JUNTOS POR EL CAMBIO,502,JUNTOS POR EL CAMBIO
2023-tierra-del-fuego-frente-de-izquierda-de-trabajadores-unidad,diputados-2023,Tierra del Fuego,FRENTE DE IZQUIERDA DE TRABAJADORES - UNIDAD,504,FRENTE DE IZQUIERDA DE TRABAJADORES - UNIDAD
2023-tierra-del-fuego-hacemos-por-nuestro-pais,diputados-2023,Tierra del Fuego,HACEMOS POR NUESTRO PAÍS,503,HACEMOS POR NUESTRO PAÍS
2023-tierra-del-fuego-juntos-por-el-cambio-tdf,diputados-2023,Tierra del Fuego,JUNTOS POR EL CAMBIO TDF,502,JUNTOS POR EL CAMBIO TDF
2023-tierra-del-fuego-republicanos-unidos,diputados-2023,Tierra del Fuego,REPUBLICANOS UNIDOS,212,REPUBLICANOS UNIDOS
2023-tierra-del-fuego-somos-fueguinos,diputados-2023,Tierra del Fuego,SOMOS FUEGUINOS,167,SOMOS FUEGUINOS
2023-tierra-del-fuego-union-por-la-patria,diputados-2023,Tierra del Fuego,UNIÓN POR LA PATRIA,501,UNIÓN POR LA PATRIA
2023-tucuman-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2023,Tucumán,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,503,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2023-tucuman-frente-union-por-la-patria,diputados-2023,Tucumán,FRENTE UNION POR LA PATRIA,501,FRENTE UNION POR LA PATRIA
2023-tucuman-fuerza-republicana,diputados-2023,Tucumán,FUERZA REPUBLICANA,181,FUERZA REPUBLICANA
2023-tucuman-juntos-por-el-cambio,diputados-2023,Tucumán,JUNTOS POR EL CAMBIO,502,JUNTOS POR EL CAMBIO
2023-tucuman-movimiento-libres-del-sur,diputados-2023,Tucumán,MOVIMIENTO LIBRES DEL SUR,40,MOVIMIENTO LIBRES DEL SUR
2025-buenos-aires-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2025,Buenos Aires,FRENTE DE IZQUIERDA Y DE TRABAJADORES -UNIDAD-,506,FRENTE DE IZQUIERDA Y DE TRABAJADORES -UNIDAD-
2025-buenos-aires-frente-patriota-federal,diputados-2025,Buenos Aires,FRENTE PATRIOTA FEDERAL,95,FRENTE PATRIOTA FEDERAL
2025-buenos-aires-fuerza-patria,diputados-2025,Buenos Aires,FUERZA PATRIA,507,FUERZA PATRIA
2025-buenos-aires-la-libertad-avanza,diputados-2025,Buenos Aires,LA LIBERTAD AVANZA,503,LA LIBERTAD AVANZA
2025-buenos-aires-liber-ar,diputados-2025,Buenos Aires,LIBER.AR,318,LIBER.AR
2025-buenos-aires-movimiento-avanzada-socialista,diputados-2025,Buenos Aires,MOVIMIENTO AVANZADA SOCIALISTA,276,MOVIMIENTO AVANZADA SOCIALISTA
2025-buenos-aires-movimiento-politico-social-y-cultural-proyecto-sur,diputados-2025,Buenos Aires,MOVIMIENTO POLÍTICO SOCIAL Y CULTURAL PROYECTO SUR,305,MOVIMIENTO POLÍTICO SOCIAL Y CULTURAL PROYECTO SUR
2025-buenos-aires-nuevos-aires,diputados-2025,Buenos Aires,NUEVOS AIRES,502,NUEVOS AIRES
2025-buenos-aires-partido-coalicion-civica-afirmacion-para-una-republica-igualitaria-ari,diputados-2025,Buenos Aires,PARTIDO COALICIÓN CÍVICA -AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA- ARI,47,PARTIDO COALICIÓN CÍVICA -AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA- ARI
2025-buenos-aires-partido-nuevo-buenos-aires,diputados-2025,Buenos Aires,PARTIDO NUEVO BUENOS AIRES,221,PARTIDO NUEVO BUENOS AIRES
2025-buenos-aires-potencia,diputados-2025,Buenos Aires,POTENCIA,504,POTENCIA
2025-buenos-aires-propuesta-federal-para-el-cambio,diputados-2025,Buenos Aires,PROPUESTA FEDERAL PARA EL CAMBIO,299,PROPUESTA FEDERAL PARA EL CAMBIO
2025-buenos-aires-provincias-unidas,diputados-2025,Buenos Aires,PROVINCIAS UNIDAS,508,PROVINCIAS UNIDAS
2025-buenos-aires-union-federal,diputados-2025,Buenos Aires,UNIÓN FEDERAL,501,UNIÓN FEDERAL
2025-buenos-aires-union-liberal,diputados-2025,Buenos Aires,UNIÓN LIBERAL,153,UNIÓN LIBERAL
2025-caba-ciudadanos-unidos,diputados-2025,CABA,CIUDADANOS UNIDOS,504,CIUDADANOS UNIDOS
2025-caba-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2025,CABA,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,506,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2025-caba-frente-patriota-federal,diputados-2025,CABA,FRENTE PATRIOTA FEDERAL,95,FRENTE PATRIOTA FEDERAL
2025-caba-fuerza-patria,diputados-2025,CABA,FUERZA PATRIA,503,FUERZA PATRIA
2025-caba-gen,diputados-2025,CABA,GEN,69,GEN
2025-caba-hagamos-futuro,diputados-2025,CABA,HAGAMOS FUTURO,505,HAGAMOS FUTURO
2025-caba-instrumento-electoral-por-la-unidad-popular,diputados-2025,CABA,INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR,72,INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR
2025-caba-integrar,diputados-2025,CABA,INTEGRAR,348,INTEGRAR
2025-caba-la-izquierda-en-la-ciudad,diputados-2025,CABA,LA IZQUIERDA EN LA CIUDAD,350,LA IZQUIERDA EN LA CIUDAD
2025-caba-la-libertad-avanza,diputados-2025,CABA,LA LIBERTAD AVANZA,501,LA LIBERTAD AVANZA
2025-caba-movimiento-de-jubilados-y-juventud,diputados-2025,CABA,MOVIMIENTO DE JUBILADOS Y JUVENTUD,343,MOVIMIENTO DE JUBILADOS Y JUVENTUD
2025-caba-movimiento-plural,diputados-2025,CABA,MOVIMIENTO PLURAL,352,MOVIMIENTO PLURAL
2025-caba-partido-comunista,diputados-2025,CABA,PARTIDO COMUNISTA,314,PARTIDO COMUNISTA
2025-caba-partido-federal,diputados-2025,CABA,PARTIDO FEDERAL,8,PARTIDO FEDERAL
2025-caba-partido-socialista-autentico,diputados-2025,CABA,PARTIDO SOCIALISTA AUTENTICO,184,PARTIDO SOCIALISTA AUTENTICO
2025-caba-potencia,diputados-2025,CABA,POTENCIA,502,POTENCIA
2025-caba-union-del-centro-democratico,diputados-2025,CABA,UNION DEL CENTRO DEMOCRATICO,20,UNION DEL CENTRO DEMOCRATICO
2025-catamarca-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2025,Catamarca,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,506,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD
2025-catamarca-frente-patriota-federal,diputados-2025,Catamarca,FRENTE PATRIOTA FEDERAL,95,FRENTE PATRIOTA FEDERAL
2025-catamarca-fuerza-patria,diputados-2025,Catamarca,FUERZA PATRIA,501,FUERZA PATRIA
2025-catamarca-hacemos-renacer-catamarca,diputados-2025,Catamarca,HACEMOS RENACER CATAMARCA,503,HACEMOS RENACER CATAMARCA
2025-catamarca-la-libertad-avanza,diputados-2025,Catamarca,LA LIBERTAD AVANZA,504,LA LIBERTAD AVANZA
2025-catamarca-movimiento-de-integracion-y-desarrollo,diputados-2025,Catamarca,MOVIMIENTO DE INTEGRACION Y DESARROLLO,1,MOVIMIENTO DE INTEGRACION Y DESARROLLO
2025-catamarca-politica-obrera,diputados-2025,Catamarca,POLITICA OBRERA,92,POLITICA OBRERA
2025-catamarca-primero-catamarca,diputados-2025,Catamarca,PRIMERO CATAMARCA,505,PRIMERO CATAMARCA
2025-catamarca-somos-provincias-unidas-catamarca,diputados-2025,Catamarca,SOMOS PROVINCIAS UNIDAS - CATAMARCA,502,SOMOS PROVINCIAS UNIDAS - CATAMARCA
2025-chaco-frente-fuerza-patria,diputados-2025,Chaco,FRENTE FUERZA PATRIA,501,FRENTE FUERZA PATRIA
2025-chaco-frente-integrador,diputados-2025,Chaco,FRENTE INTEGRADOR,201,FRENTE INTEGRADOR
2025-chaco-la-libertad-avanza,diputados-2025,Chaco,LA LIBERTAD AVANZA,503,LA LIBERTAD AVANZA
2025-chaco-movimiento-politico-social-y-cultural-proyecto-sur,diputados-2025,Chaco,"MOVIMIENTO POLÍTICO, SOCIAL Y CULTURAL PROYECTO SUR",180,"MOVIMIENTO POLÍTICO, SOCIAL Y CULTURAL PROYECTO SUR"
2025-chaco-nuevo-espacio-de-participacion-nepar,diputados-2025,Chaco,NUEVO ESPACIO DE PARTICIPACIÓN -NEPAR,193,NUEVO ESPACIO DE PARTICIPACIÓN -NEPAR
2025-chaco-partido-del-obrero-pdo,diputados-2025,Chaco,PARTIDO DEL OBRERO (PDO),71,PARTIDO DEL OBRERO (PDO)
2025-chaco-partido-dignidad-popular,diputados-2025,Chaco,PARTIDO DIGNIDAD POPULAR,202,PARTIDO DIGNIDAD POPULAR
2025-chaco-partido-polo-social-movimiento-de-bases,diputados-2025,Chaco,PARTIDO POLO SOCIAL - MOVIMIENTO DE BASES,175,PARTIDO POLO SOCIAL - MOVIMIENTO DE BASES
2025-chaco-unir,diputados-2025,Chaco,UNIR,33,UNIR
2025-chaco-vamos-chaco,diputados-2025,Chaco,VAMOS CHACO,502,VAMOS CHACO
2025-chubut-despierta-chubut,diputados-2025,Chubut,DESPIERTA CHUBUT,502,DESPIERTA CHUBUT
2025-chubut-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2025,Chubut,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,503,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2025-chubut-frente-unidos-podemos,diputados-2025,Chubut,FRENTE UNIDOS PODEMOS,504,FRENTE UNIDOS PODEMOS
2025-chubut-gen,diputados-2025,Chubut,GEN,69,GEN
2025-chubut-la-fuerza-del-trabajo-chubutense,diputados-2025,Chubut,LA FUERZA DEL TRABAJO CHUBUTENSE,501,LA FUERZA DEL TRABAJO CHUBUTENSE
2025-chubut-la-libertad-avanza,diputados-2025,Chubut,LA LIBERTAD AVANZA,96,LA LIBERTAD AVANZA
2025-chubut-partido-independiente-del-chubut,diputados-2025,Chubut,PARTIDO INDEPENDIENTE DEL CHUBUT,151,PARTIDO INDEPENDIENTE DEL CHUBUT
2025-chubut-partido-libertario,diputados-2025,Chubut,PARTIDO LIBERTARIO,184,PARTIDO LIBERTARIO
2025-cordoba-accion-para-el-cambio,diputados-2025,Córdoba,ACCION PARA EL CAMBIO,169,ACCION PARA EL CAMBIO
2025-cordoba-ciudadanos,diputados-2025,Córdoba,CIUDADANOS,502,CIUDADANOS
2025-cordoba-cordoba-te-quiero,diputados-2025,Córdoba,CORDOBA TE QUIERO,503,CORDOBA TE QUIERO
2025-cordoba-defendamos-cordoba,diputados-2025,Córdoba,DEFENDAMOS CORDOBA,501,DEFENDAMOS CORDOBA
2025-cordoba-encuentro-por-la-republica,diputados-2025,Córdoba,ENCUENTRO POR LA REPUBLICA,505,ENCUENTRO POR LA REPUBLICA
2025-cordoba-fe,diputados-2025,Córdoba,FE,77,FE
2025-cordoba-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2025,Córdoba,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,508,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2025-cordoba-frente-federal-de-accion-solidaria,diputados-2025,Córdoba,FRENTE FEDERAL DE ACCION SOLIDARIA,216,FRENTE FEDERAL DE ACCION SOLIDARIA
2025-cordoba-fuerza-patria,diputados-2025,Córdoba,FUERZA PATRIA,507,FUERZA PATRIA
2025-cordoba-la-libertad-avanza,diputados-2025,Córdoba,LA LIBERTAD AVANZA,504,LA LIBERTAD AVANZA
2025-cordoba-movimiento-avanzada-socialista,diputados-2025,Córdoba,MOVIMIENTO AVANZADA SOCIALISTA,238,MOVIMIENTO AVANZADA SOCIALISTA
2025-cordoba-partido-democrata,diputados-2025,Córdoba,PARTIDO DEMOCRATA,85,PARTIDO DEMOCRATA
2025-cordoba-partido-libertario,diputados-2025,Córdoba,PARTIDO LIBERTARIO,200,PARTIDO LIBERTARIO
2025-cordoba-politica-abierta-para-la-integridad-social,diputados-2025,Córdoba,POLITICA ABIERTA PARA LA INTEGRIDAD SOCIAL,231,POLITICA ABIERTA PARA LA INTEGRIDAD SOCIAL
2025-cordoba-pro-propuesta-republicana,diputados-2025,Córdoba,PRO PROPUESTA REPUBLICANA,64,PRO PROPUESTA REPUBLICANA
2025-cordoba-provincias-unidas,diputados-2025,Córdoba,PROVINCIAS UNIDAS,506,PROVINCIAS UNIDAS
2025-cordoba-union-civica-radical,diputados-2025,Córdoba,UNION CIVICA RADICAL,3,UNION CIVICA RADICAL
2025-cordoba-union-popular-federal,diputados-2025,Córdoba,UNION POPULAR FEDERAL,23,UNION POPULAR FEDERAL
2025-corrientes-ahora,diputados-2025,Corrientes,AHORA,225,AHORA
2025-corrientes-corrientes-nos-une,diputados-2025,Corrientes,CORRIENTES NOS UNE,503,CORRIENTES NOS UNE
2025-corrientes-fuerza-patria,diputados-2025,Corrientes,FUERZA PATRIA,504,FUERZA PATRIA
2025-corrientes-la-libertad-avanza,diputados-2025,Corrientes,LA LIBERTAD AVANZA,501,LA LIBERTAD AVANZA
2025-corrientes-vamos-corrientes,diputados-2025,Corrientes,VAMOS CORRIENTES,502,VAMOS CORRIENTES
2025-entre-rios-ahora-503,diputados-2025,Entre Ríos,AHORA 503,503,AHORA 503
2025-entre-rios-fuerza-entre-rios,diputados-2025,Entre Ríos,FUERZA ENTRE RIOS,501,FUERZA ENTRE RIOS
2025-entre-rios-la-libertad-avanza,diputados-2025,Entre Ríos,LA LIBERTAD AVANZA,502,LA LIBERTAD AVANZA
2025-entre-rios-movimiento-al-socialismo,diputados-2025,Entre Ríos,MOVIMIENTO AL SOCIALISMO,13,MOVIMIENTO AL SOCIALISMO
2025-entre-rios-nueva-izquierda,diputados-2025,Entre Ríos,NUEVA IZQUIERDA,68,NUEVA IZQUIERDA
2025-entre-rios-partido-socialista,diputados-2025,Entre Ríos,PARTIDO SOCIALISTA,50,PARTIDO SOCIALISTA
2025-entre-rios-union-popular-federal,diputados-2025,Entre Ríos,UNION POPULAR FEDERAL,23,UNION POPULAR FEDERAL
2025-formosa-frente-de-la-victoria,diputados-2025,Formosa,FRENTE DE LA VICTORIA,501,FRENTE DE LA VICTORIA
2025-formosa-juntos-por-la-libertad-y-la-republica,diputados-2025,Formosa,JUNTOS POR LA LIBERTAD Y LA REPUBLICA,502,JUNTOS POR LA LIBERTAD Y LA REPUBLICA
2025-formosa-la-libertad-avanza,diputados-2025,Formosa,LA LIBERTAD AVANZA,504,LA LIBERTAD AVANZA
2025-formosa-partido-del-obrero,diputados-2025,Formosa,PARTIDO DEL OBRERO,71,PARTIDO DEL OBRERO
2025-formosa-principios-y-conviccion,diputados-2025,Formosa,PRINCIPIOS Y CONVICCIÓN,503,PRINCIPIOS Y CONVICCIÓN
2025-jujuy-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2025,Jujuy,FRENTE DE IZQUIERDA Y DE TRABAJADORES – UNIDAD,504,FRENTE DE IZQUIERDA Y DE TRABAJADORES – UNIDAD
2025-jujuy-frente-fuerza-patria,diputados-2025,Jujuy,FRENTE FUERZA PATRIA,506,FRENTE FUERZA PATRIA
2025-jujuy-frente-jujuy-crece,diputados-2025,Jujuy,FRENTE JUJUY CRECE,503,FRENTE JUJUY CRECE
2025-jujuy-frente-liberal,diputados-2025,Jujuy,FRENTE LIBERAL,507,FRENTE LIBERAL
2025-jujuy-frente-primero-jujuy-avanza,diputados-2025,Jujuy,FRENTE PRIMERO JUJUY AVANZA,501,FRENTE PRIMERO JUJUY AVANZA
2025-jujuy-frente-transformacion-libertaria,diputados-2025,Jujuy,FRENTE TRANSFORMACIóN LIBERTARIA,505,FRENTE TRANSFORMACIóN LIBERTARIA
2025-jujuy-la-libertad-avanza,diputados-2025,Jujuy,LA LIBERTAD AVANZA,502,LA LIBERTAD AVANZA
2025-la-pampa-cambia-la-pampa,diputados-2025,La Pampa,CAMBIA LA PAMPA,504,CAMBIA LA PAMPA
2025-la-pampa-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2025,La Pampa,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,502,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2025-la-pampa-frente-defendemos-la-pampa,diputados-2025,La Pampa,FRENTE DEFENDEMOS LA PAMPA,503,FRENTE DEFENDEMOS LA PAMPA
2025-la-pampa-la-libertad-avanza,diputados-2025,La Pampa,LA LIBERTAD AVANZA,501,LA LIBERTAD AVANZA
2025-la-pampa-movimiento-al-socialismo,diputados-2025,La Pampa,MOVIMIENTO AL SOCIALISMO,13,MOVIMIENTO AL SOCIALISMO
2025-la-rioja-federales-defendamos-la-rioja,diputados-2025,La Rioja,FEDERALES DEFENDAMOS LA RIOJA,501,FEDERALES DEFENDAMOS LA RIOJA
2025-la-rioja-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2025,La Rioja,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,502,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2025-la-rioja-la-libertad-avanza,diputados-2025,La Rioja,LA LIBERTAD AVANZA,96,LA LIBERTAD AVANZA
2025-la-rioja-las-fuerzas-del-centro,diputados-2025,La Rioja,LAS FUERZAS DEL CENTRO,503,LAS FUERZAS DEL CENTRO
2025-la-rioja-provincias-unidas,diputados-2025,La Rioja,PROVINCIAS UNIDAS,504,PROVINCIAS UNIDAS
2025-la-rioja-republicanos-unidos,diputados-2025,La Rioja,REPUBLICANOS UNIDOS,192,REPUBLICANOS UNIDOS
2025-la-rioja-union-civica-radical,diputados-2025,La Rioja,UNION CIVICA RADICAL,3,UNION CIVICA RADICAL
2025-mendoza-defendamos-mendoza-provincias-unidas,diputados-2025,Mendoza,DEFENDAMOS MENDOZA - PROVINCIAS UNIDAS,503,DEFENDAMOS MENDOZA - PROVINCIAS UNIDAS
2025-mendoza-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2025,Mendoza,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,504,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2025-mendoza-frente-libertario-democrata,diputados-2025,Mendoza,FRENTE LIBERTARIO DEMÓCRATA,506,FRENTE LIBERTARIO DEMÓCRATA
2025-mendoza-frente-verde,diputados-2025,Mendoza,FRENTE VERDE,502,FRENTE VERDE
2025-mendoza-fuerza-justicialista-mendoza,diputados-2025,Mendoza,FUERZA JUSTICIALISTA MENDOZA,501,FUERZA JUSTICIALISTA MENDOZA
2025-mendoza-la-libertad-avanza,diputados-2025,Mendoza,LA LIBERTAD AVANZA,505,LA LIBERTAD AVANZA
2025-mendoza-movimiento-al-socialismo,diputados-2025,Mendoza,MOVIMIENTO AL SOCIALISMO,13,MOVIMIENTO AL SOCIALISMO
2025-mendoza-protectora-fuerza-politica,diputados-2025,Mendoza,PROTECTORA FUERZA POLITICA,222,PROTECTORA FUERZA POLITICA
2025-misiones-activar,diputados-2025,Misiones,ACTIVAR,186,ACTIVAR
2025-misiones-de-la-concertacion-forja,diputados-2025,Misiones,DE LA CONCERTACION FORJA,75,DE LA CONCERTACION FORJA
2025-misiones-frente-popular-agrario-y-social,diputados-2025,Misiones,FRENTE POPULAR AGRARIO Y SOCIAL,505,FRENTE POPULAR AGRARIO Y SOCIAL
2025-misiones-frente-por-la-vida-y-los-valores-por-un-nuevo-octubre,diputados-2025,Misiones,"FRENTE POR LA VIDA Y LOS VALORES, POR UN NUEVO OCTUBRE",502,"FRENTE POR LA VIDA Y LOS VALORES, POR UN NUEVO OCTUBRE"
2025-misiones-fuerza-patria,diputados-2025,Misiones,FUERZA PATRIA,504,FUERZA PATRIA
2025-misiones-la-libertad-avanza,diputados-2025,Misiones,LA LIBERTAD AVANZA,503,LA LIBERTAD AVANZA
2025-misiones-partido-del-obrero,diputados-2025,Misiones,PARTIDO DEL OBRERO,71,PARTIDO DEL OBRERO
2025-misiones-partido-fe,diputados-2025,Misiones,PARTIDO FE,77,PARTIDO FE
2025-misiones-partido-libertario,diputados-2025,Misiones,PARTIDO LIBERTARIO,189,PARTIDO LIBERTARIO
2025-misiones-renovador-de-la-concordia-neo,diputados-2025,Misiones,RENOVADOR DE LA CONCORDIA NEO,501,RENOVADOR DE LA CONCORDIA NEO
2025-misiones-union-civica-radical,diputados-2025,Misiones,UNION CIVICA RADICAL,3,UNION CIVICA RADICAL
2025-neuquen-desarrollo-ciudadano,diputados-2025,Neuquén,DESARROLLO CIUDADANO,190,DESARROLLO CIUDADANO
2025-neuquen-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2025,Neuquén,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,503,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2025-neuquen-fuerza-libertaria,diputados-2025,Neuquén,FUERZA LIBERTARIA,195,FUERZA LIBERTARIA
2025-neuquen-fuerza-patria,diputados-2025,Neuquén,FUERZA PATRIA,502,FUERZA PATRIA
2025-neuquen-instrumento-electoral-por-la-unidad-popular,diputados-2025,Neuquén,INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR,72,INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR
2025-neuquen-la-libertad-avanza,diputados-2025,Neuquén,LA LIBERTAD AVANZA,196,LA LIBERTAD AVANZA
2025-neuquen-la-neuquinidad,diputados-2025,Neuquén,LA NEUQUINIDAD,501,LA NEUQUINIDAD
2025-neuquen-mas-por-neuquen,diputados-2025,Neuquén,MAS POR NEUQUEN,197,MAS POR NEUQUEN
2025-neuquen-movimiento-al-socialismo,diputados-2025,Neuquén,MOVIMIENTO AL SOCIALISMO,13,MOVIMIENTO AL SOCIALISMO
2025-rio-negro-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2025,Río Negro,FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD,502,FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD
2025-rio-negro-fuerza-patria,diputados-2025,Río Negro,FUERZA PATRIA,503,FUERZA PATRIA
2025-rio-negro-juntos-defendemos-rio-negro,diputados-2025,Río Negro,JUNTOS DEFENDEMOS RIO NEGRO,501,JUNTOS DEFENDEMOS RIO NEGRO
2025-rio-negro-la-libertad-avanza,diputados-2025,Río Negro,LA LIBERTAD AVANZA,504,LA LIBERTAD AVANZA
2025-rio-negro-movimiento-al-socialismo,diputados-2025,Río Negro,MOVIMIENTO AL SOCIALISMO,13,MOVIMIENTO AL SOCIALISMO
2025-rio-negro-primero-rio-negro,diputados-2025,Río Negro,PRIMERO RIO NEGRO,175,PRIMERO RIO NEGRO
2025-rio-negro-pro-propuesta-republicana,diputados-2025,Río Negro,PRO PROPUESTA REPUBLICANA,64,PRO PROPUESTA REPUBLICANA
