id,nombre,distrito,source,foto
HCDN1119,"Corpacci, Lucia Benigna",Catamarca,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1119.jpg
HCDN3072,"Correa Llano, Facundo",Mendoza,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3072.jpg
HCDN2370,"Correa, Walter",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2370.jpg
HCDN0984,"Cortina, Roy",CABA,argentinadatos,
HCDN2977,"Costa, Anahi",Catamarca,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2977.jpg
HCDN1160,"Costa, Eduardo Raul",Santa Cruz,argentinadatos,
HCDN2282,"Couly, Veronica Carolina",Buenos Aires,argentinadatos,
HCDN1580,"Cousinet, Graciela",Mendoza,argentinadatos,
HCDN0985,"Cremer de Busti, Maria Cristina",Entre Ríos,argentinadatos,
HCDN2797,"Crescimbeni, Camila",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2797.jpg
HCDN2371,"Cresto, Mayda",Entre Ríos,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2371.jpg
HCDN1071,"Cuccovillo, Ricardo Oscar",Buenos Aires,argentinadatos,
HCDN1161,"Currilen, Oscar Ruben",Chubut,argentinadatos,
HCDN0600,"Cusinato, Gustavo",Entre Ríos,argentinadatos,
HCDN1339,"D Alessandro, Marcelo Silvio",Buenos Aires,argentinadatos,
HCDN1374,"D'agostino, Jorge Marcelo",Entre Ríos,argentinadatos,
HCDN3060,"D'alessandro, Carlos",San Luis,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN3060.jpg
HCDN1340,"Daer, Hector Ricardo",Buenos Aires,argentinadatos,
HCDN0409,"Daher, Zulema Beatriz",Salta,argentinadatos,
HCDN2822,"Daives, Ricardo",Santiago del Estero,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2822.jpg
HCDN2853,"Daldovo, Nelly Ramona",Formosa,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2853.jpg
HCDN0987,"Damilano Grivarello, Viviana Monica",Chaco,argentinadatos,
HCDN2870,"Dantas, Pedro Cristian",Río Negro,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2870.jpg
HCDN0083,"Das Neves, Mario",Chubut,argentinadatos,
HCDN0988,"Dato, Alfredo Carlos",Tucumán,argentinadatos,
HCDN1486,"David, Javier",Salta,argentinadatos,
HCDN3253,"De Andreis, Fernando",CABA,argentinadatos+hcdn,
HCDN1251,"De Ferrari Rueda, Patricia",Córdoba,argentinadatos,
HCDN1252,"De Gennaro, Victor Norberto",Buenos Aires,argentinadatos,
HCDN0732,"De la Rosa, Maria Graciela",Formosa,argentinadatos+hcdn,
HCDN2928,"De la Sota, Natalia",Córdoba,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2928.jpg
HCDN2794,"De Lamadrid, Alvaro",CABA,argentinadatos,
vote-de-lamadrid-alvaro-hector,"De Lamadrid, Alvaro Héctor",,votes,
HCDN2942,"De Loredo, Rodrigo",Córdoba,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2942.jpg
HCDN0871,"De Marchi, Omar",Mendoza,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN0871.jpg
HCDN3150,"De Mendieta, Mercedes",CABA,argentinadatos,
HCDN0668,"De Mendiguren, Jose Ignacio",Buenos Aires,argentinadatos,
HCDN0872,"De Narvaez, Francisco",Buenos Aires,argentinadatos,
HCDN1253,"De Pedro, Eduardo Enrique",Buenos Aires,argentinadatos,
HCDN1493,"De Ponti, Lucila Maria",Santa Fe,argentinadatos,
HCDN1162,"De Prat Gay, Alfonso",CABA,argentinadatos,
HCDN3101,"De Sensi, Maria Florencia",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3101.jpg
HCDN0703,"De Vido, Julio",Buenos Aires,argentinadatos,
HCDN0989,"Del Campillo, Hector Eduardo",Córdoba,argentinadatos,
HCDN1383,"Del Caño, Nicolas",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN1383.jpg
HCDN2372,"Del Cerro, Gonzalo Pedro Antonio",Santa Fe,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2372.jpg
HCDN2373,"Del Pla, Romina",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2373.jpg
HCDN2374,"Delu, Melina Aida",La Pampa,argentinadatos,
HCDN0875,"Depetri, Edgardo Fernando",Buenos Aires,argentinadatos,
HCDN2438,"Derna, Veronica",Misiones,argentinadatos,
HCDN2813,"Di Giacomo, Luis",Río Negro,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2813.jpg
HCDN1481,"Di Stefano, Daniel",Misiones,argentinadatos,
HCDN0876,"Di Tullio, Juliana",Buenos Aires,argentinadatos,
HCDN0412,"Diaz Bancalari, Jose Maria",Buenos Aires,argentinadatos,
HCDN0877,"Diaz Roig, Juan Carlos",Formosa,argentinadatos,
HCDN3194,"Diaz, Fernanda",Buenos Aires,argentinadatos+hcdn,
HCDN0739,"Diaz, Susana Eladia",Tucumán,argentinadatos,
HCDN3041,"Diez, Romina",Santa Fe,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3041.jpg
HCDN1519,"Dindart, Julian",Corrientes,argentinadatos,
vote-dip-pendiente-de-incorporacion,"Dip, Pendiente de Incorporacion",,votes,
HCDN3193,"Dolce, Sergio",Chaco,argentinadatos+hcdn,
HCDN2954,"Domingo, Agustin",Río Negro,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2954.jpg
HCDN1118,"Dominguez, Julian Andres",Buenos Aires,argentinadatos,
HCDN2335,"Dominguez, Ramon Alfredo",San Luis,argentinadatos,
HCDN1073,"Donda Perez, Victoria Analia",CABA,argentinadatos,
HCDN1228,"Donkin, Carlos Guillermo",Formosa,argentinadatos,
HCDN1483,"Doñate, Claudio Martin",Río Negro,argentinadatos,
HCDN1255,"Duclos, Omar Arnaldo",Buenos Aires,argentinadatos,
HCDN1391,"Durand Cornejo, Guillermo Mario",Salta,argentinadatos,
HCDN1559,"Dure, Lucila Beatriz",Formosa,argentinadatos,
HCDN1227,"Dutto, Gustavo Alberto",Buenos Aires,argentinadatos,
HCDN1442,"Echegaray, Alejandro Carlos Augusto",Buenos Aires,argentinadatos,
HCDN1341,"Ehcosor, Maria Azucena",Buenos Aires,argentinadatos,
HCDN2766,"El Sukaria, Soher",Córdoba,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2766.jpg
HCDN1419,"Elias de Perez, Silvia Beatriz",Tucumán,argentinadatos,
HCDN1256,"Eliceche, Carlos Tomas",Chubut,argentinadatos,
HCDN1257,"Elorriaga, Osvaldo Enrique",Entre Ríos,argentinadatos,
HCDN3024,"Emma, Nicolas",CABA,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3024.jpg
HCDN2435,"Enriquez, Jorge Ricardo",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2435.jpg
HCDN1090,"Erro, Norberto Pedro",Buenos Aires,argentinadatos,
HCDN1428,"Esper, Laura",Buenos Aires,argentinadatos,
HCDN2901,"Espert, Jose Luis",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2901.jpg
HCDN3017,"Espil, Santiago Eugenio",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN3017.jpg
HCDN1163,"Espindola, Gladys Susana",Córdoba,argentinadatos,
HCDN2430,"Espinoza, Fernando",Buenos Aires,argentinadatos,
HCDN2756,"Estevez, Enrique",Santa Fe,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2756.jpg
vote-estevez-gabriela,"Estevez, Gabriela",,votes,
HCDN1514,"Estevez, Gabriela Beatriz",Córdoba,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN1514.jpg
HCDN2884,"Estrada, Emiliano",Salta,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2884.jpg
HCDN1342,"Fabiani, Eduardo Alberto",Buenos Aires,argentinadatos,
HCDN0741,"Fadel, Patricia Susana",Mendoza,argentinadatos,
HCDN1164,"Fadul, Liliana",Tierra del Fuego,argentinadatos,
HCDN2844,"Fagioli, Federico",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2844.jpg
HCDN3089,"Falcone, Eduardo",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3089.jpg
HCDN3252,"Fargosi, Alejandro",CABA,argentinadatos+hcdn,
HCDN3219,"Farias, Pablo",Santa Fe,argentinadatos+hcdn,
HCDN1165,"Faustinelli, Hipolito",Córdoba,argentinadatos,
HCDN1166,"Favario, Carlos Alberto",Santa Fe,argentinadatos,
HCDN2891,"Fein, Monica",Santa Fe,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2891.jpg
HCDN0990,"Fein, Monica Hayde",Santa Fe,argentinadatos,
HCDN1258,"Feletti, Roberto Jose",CABA,argentinadatos,
HCDN3212,"Felix, Emir",Mendoza,argentinadatos+hcdn,
vote-felix-omar,"Felix, Omar",,votes,
HCDN1167,"Felix, Omar Chafi",Mendoza,argentinadatos,
HCDN1033,"Fellner, Eduardo Alfredo",Jujuy,argentinadatos,
HCDN0991,"Fernandez Basualdo, Luis Maria",Formosa,argentinadatos,
HCDN1436,"Fernandez Blanco, Maria Cristina",Jujuy,argentinadatos,
HCDN2375,"Fernandez Langan, Ezequiel",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2375.jpg
HCDN1378,"Fernandez Mendia, Gustavo Rodolfo",La Pampa,argentinadatos,
HCDN3057,"Fernandez Molero, Daiana",CABA,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3057.jpg
HCDN2376,"Fernandez Patri, Ramiro",Formosa,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2376.jpg
HCDN1259,"Fernandez Sagasti, Anabel",Mendoza,argentinadatos,
HCDN2903,"Fernandez, Agustin",Tucumán,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2903.jpg
HCDN2377,"Fernandez, Carlos A.",Buenos Aires,argentinadatos,
HCDN2985,"Fernandez, Carlos Alberto",Misiones,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2985.jpg
HCDN2815,"Fernandez, Eduardo",Córdoba,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2815.jpg
HCDN3020,"Fernandez, Elia Marina",Tucumán,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3020.jpg
HCDN2852,"Fernandez, Hector",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2852.jpg
HCDN3208,"Fernandez, Jorge",San Luis,argentinadatos+hcdn,
HCDN1168,"Fernandez, Rodolfo Alfredo",Corrientes,argentinadatos,
HCDN0879,"Ferra de Bartol, Margarita",San Juan,argentinadatos,
HCDN3176,"Ferran, Abelardo",La Pampa,argentinadatos+hcdn,
HCDN1169,"Ferrari, Gustavo Alfredo Horacio",Buenos Aires,argentinadatos,
HCDN2787,"Ferraro, Maximiliano",CABA,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2787.jpg
HCDN3139,"Ferreyra, Alida",CABA,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3139.jpg
HCDN1260,"Ferreyra, Araceli",Corrientes,argentinadatos,
HCDN2819,"Ferreyra, Daniel Julio",Jujuy,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2819.jpg
HCDN1170,"Fiad, Mario Raymundo",Jujuy,argentinadatos,
HCDN3230,"Figliuolo, Sergio",Buenos Aires,argentinadatos+hcdn,
HCDN2888,"Figueroa Casas, Germana",Santa Fe,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2888.jpg
HCDN2864,"Figueroa, Alcira Elsa",Salta,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2864.jpg
HCDN2882,"Figueroa, Rolando",Neuquén,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2882.jpg
HCDN0705,"Filmus, Daniel",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN0705.jpg
HCDN2955,"Finocchiaro, Alejandro",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2955.jpg
HCDN0746,"Fiol, Paulina Esther",Santa Fe,argentinadatos,
HCDN1261,"Fiore Viñuales, Maria Cristina del Valle",Salta,argentinadatos,
HCDN2378,"Flores, Danilo Adrian",La Rioja,argentinadatos,
HCDN1074,"Flores, Hector",Buenos Aires,argentinadatos,
vote-flores-hector-toty,"Flores, Héctor Toty",,votes,
HCDN3188,"Flores, Maria Gabriela",Salta,argentinadatos+hcdn,
HCDN1171,"Forconi, Juan Carlos",Santa Fe,argentinadatos,
HCDN1172,"Forte, Ulises Umberto Jose",La Pampa,argentinadatos,
HCDN1173,"Fortuna, Francisco Jose",Córdoba,argentinadatos,
HCDN2810,"Frade, Monica",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2810.jpg
HCDN1491,"Frana, Silvina Patricia",Santa Fe,argentinadatos,
HCDN1262,"Francioni, Fabian Marcelo",Córdoba,argentinadatos,
HCDN1480,"Franco, Jorge Daniel",Misiones,argentinadatos,
HCDN2379,"Fregonese, Alicia",Entre Ríos,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2379.jpg
HCDN3087,"Freites, Andrea",Tierra del Fuego,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3087.jpg
HCDN3215,"Frias, Maira",Chubut,argentinadatos+hcdn,
HCDN2783,"Frigerio, Federico",Tierra del Fuego,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2783.jpg
HCDN1537,"Frigerio, Rogelio",Entre Ríos,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1537.jpg
HCDN2380,"Frizza, Gabriel Alberto",Córdoba,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2380.jpg
HCDN1451,"Furlan, Francisco Abel",Buenos Aires,argentinadatos,
HCDN1422,"Gagliardi, Josue",Río Negro,argentinadatos,
HCDN1375,"Gaillard, Ana Carolina",Entre Ríos,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1375.jpg
HCDN2897,"Galimberti, Pedro Jorge",Entre Ríos,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2897.jpg
HCDN3217,"Gallardo, Maria Virginia",Corrientes,argentinadatos+hcdn,
HCDN1174,"Gallardo, Miriam Graciela",Tucumán,argentinadatos,
HCDN3199,"Galmarini, Sebastian",Buenos Aires,argentinadatos+hcdn,
HCDN1175,"Gambaro, Natalia",Buenos Aires,argentinadatos,
HCDN2910,"Garcia Aresca, Ignacio",Córdoba,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2910.jpg
HCDN2812,"Garcia de Luca, Sebastian",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2812.jpg
HCDN0992,"Garcia Hamilton, Jose Ignacio",Tucumán,argentinadatos,
HCDN1263,"Garcia Larraburu, Silvina Marcela",Río Negro,argentinadatos,
HCDN2381,"Garcia, Alejandro",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2381.jpg
HCDN3248,"Garcia, Alvaro",Buenos Aires,argentinadatos+hcdn,
HCDN1264,"Garcia, Andrea Fabiana",Buenos Aires,argentinadatos,
HCDN3106,"Garcia, Carlos",Chaco,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3106.jpg
HCDN0993,"Garcia, Irma Adriana",La Pampa,argentinadatos,
HCDN0885,"Garcia, Maria Teresa",Buenos Aires,argentinadatos+hcdn,
HCDN0749,"Garcia, Susana Rosa",Santa Fe,argentinadatos,
HCDN2814,"Garcia, Ximena",Santa Fe,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2814.jpg
HCDN1091,"Gardella, Patricia Susana",Buenos Aires,argentinadatos,
HCDN1176,"Garnero, Estela Ramona",Córdoba,argentinadatos,
HCDN1265,"Garramuño, Jorge Alberto",Tierra del Fuego,argentinadatos,
HCDN3146,"Garramuño, Ricardo",Tierra del Fuego,argentinadatos,
HCDN0096,"Garre, Nilda Celia",CABA,argentinadatos,
HCDN1501,"Garreton, Facundo",Tucumán,argentinadatos,
HCDN3099,"Garrido, Jose Luis",Santa Cruz,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3099.jpg
HCDN1266,"Garrido, Manuel",CABA,argentinadatos,
HCDN1521,"Gayol, Yanina Celeste",Entre Ríos,argentinadatos,
HCDN1267,"Gdansky, Carlos Enrique",Buenos Aires,argentinadatos,
HCDN1177,"Germano, Daniel",Santa Fe,argentinadatos,
HCDN1421,"Gervasoni, Lautaro",Entre Ríos,argentinadatos,
HCDN1268,"Giaccone, Claudia Alejandra",Santa Fe,argentinadatos,
HCDN0887,"Giacomino, Daniel Oscar",Córdoba,argentinadatos,
HCDN3169,"Giampieri, Antonela",CABA,argentinadatos+hcdn,
HCDN0426,"Giannettasio, Graciela Maria",Buenos Aires,argentinadatos,
HCDN0381,"Gil Lavedra, Ricardo Rodolfo",CABA,argentinadatos,
HCDN0994,"Gil Lozano, Claudia Fernanda",CABA,argentinadatos,
HCDN1366,"Gill, Martin Rodrigo",Córdoba,argentinadatos,
HCDN1384,"Gimenez, Patricia Viviana",Mendoza,argentinadatos,
HCDN2382,"Ginocchio, Silvana Micaela",Catamarca,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2382.jpg
HCDN0298,"Gioja, Jose Luis",San Juan,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN0298.jpg
HCDN0752,"Gioja, Juan Carlos",San Juan,argentinadatos,
HCDN2278,"Giordano, Juan Carlos",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2278.jpg
HCDN3026,"Giorgi, Melina",Santa Fe,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN3026.jpg
HCDN0427,"Giubergia, Miguel Angel",Jujuy,argentinadatos,
HCDN3043,"Giudici, Silvana",CABA,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3043.jpg
HCDN0754,"Giudici, Silvana Myriam",CABA,argentinadatos,
HCDN3074,"Giuliano, Diego A.",Santa Fe,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3074.jpg
HCDN1343,"Giustozzi, Ruben Dario",Buenos Aires,argentinadatos,
HCDN3053,"Glinski, Jose",Chubut,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3053.jpg
HCDN2751,"Godoy, Lucas Javier",Salta,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2751.jpg
HCDN0755,"Godoy, Ruperto Eduardo",San Juan,argentinadatos,
HCDN1474,"Goicoechea, Horacio",Chaco,argentinadatos,
HCDN3211,"Goitia, Rosario",Chaco,argentinadatos+hcdn,
HCDN2926,"Gollan, Daniel",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2926.jpg
HCDN1399,"Gomez Bull, Mauricio Ricardo",Santa Cruz,argentinadatos,
HCDN3062,"Gomez, Jose",Santiago del Estero,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3062.jpg
HCDN3200,"Gonzales, Alfredo",Jujuy,argentinadatos+hcdn,
HCDN3170,"Gonzalez Estevarena, Maria Luisa",Buenos Aires,argentinadatos+hcdn,
HCDN2285,"Gonzalez Seligra, Nathalia Ines",Buenos Aires,argentinadatos,
HCDN1466,"Gonzalez, Alvaro",CABA,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN1466.jpg
HCDN3186,"Gonzalez, Diogenes Ignacio",Corrientes,argentinadatos+hcdn,
HCDN3055,"Gonzalez, Gerardo Gustavo",Formosa,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3055.jpg
HCDN1178,"Gonzalez, Gladys Esther",Buenos Aires,argentinadatos,
HCDN2979,"Gonzalez, Gustavo Carlos Miguel",Santa Cruz,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2979.jpg
HCDN1402,"Gonzalez, Josefina Victoria",Santa Fe,argentinadatos,
HCDN0995,"Gonzalez, Juan Dante",Mendoza,argentinadatos,
HCDN0954,"Gonzalez, Nancy Susana",Chubut,argentinadatos,
HCDN1316,"Gonzalez, Pablo Gerardo",Santa Cruz,argentinadatos,
HCDN1423,"Gonzalez, Veronica",Tierra del Fuego,argentinadatos,
HCDN3192,"Grabois, Juan",Buenos Aires,argentinadatos+hcdn,
HCDN1452,"Grana, Adrian Eduardo",Buenos Aires,argentinadatos,
HCDN0011,"Granados, Dulce",Buenos Aires,argentinadatos,
HCDN2383,"Grande, Martin",Salta,argentinadatos,
HCDN1503,"Grandinetti, Alejandro Ariel",Santa Fe,argentinadatos,
HCDN1075,"Gribaudo, Christian Alejandro",Buenos Aires,argentinadatos,
HCDN1269,"Grosso, Leonardo",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1269.jpg
HCDN3207,"Gruber, Maura",Misiones,argentinadatos+hcdn,
HCDN1270,"Guccione, Jose Daniel",Misiones,argentinadatos,
HCDN1458,"Guerin, Maria Isabel",Buenos Aires,argentinadatos,
vote-guevara-olivera-alejandro-francisco,"Guevara Olivera, Alejandro Francisco",,votes,
HCDN2850,"Guevara, Francisco",San Juan,argentinadatos,
HCDN1029,"Gullo, Juan Carlos Dante",CABA,argentinadatos,
HCDN2768,"Gutierrez, Carlos",Córdoba,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2768.jpg
HCDN1344,"Gutierrez, Hector Maria",Buenos Aires,argentinadatos,
HCDN1271,"Gutierrez, Monica Edith",Córdoba,argentinadatos,
HCDN2775,"Gutierrez, Ramiro",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2775.jpg
HCDN1561,"Guzman, Andres Ernesto",Córdoba,argentinadatos,
HCDN3247,"Guzman, Jairo",Santa Cruz,argentinadatos+hcdn,
HCDN1179,"Guzman, Olga Elizabeth",Neuquén,argentinadatos,
HCDN1345,"Guzman, Sandro Adrian",Buenos Aires,argentinadatos,
HCDN3237,"Hadad, Raul",Corrientes,argentinadatos+hcdn,
HCDN2804,"Hagman, Itai",CABA,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2804.jpg
HCDN1325,"Harispe, Gaston",Buenos Aires,argentinadatos,
HCDN3210,"Hartfield, Diego",Misiones,argentinadatos+hcdn,
HCDN2781,"Hein, Gustavo Rene",Entre Ríos,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2781.jpg
HCDN1180,"Heller, Carlos",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1180.jpg
HCDN2829,"Hernandez, Estela",Chubut,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2829.jpg
HCDN1523,"Hernandez, Martin Osvaldo",Formosa,argentinadatos,
HCDN3204,"Herrera Ahuad, Oscar A.",Misiones,argentinadatos+hcdn,
HCDN2445,"Herrera, Bernardo Jose",Santiago del Estero,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2445.jpg
HCDN0612,"Herrera, Griselda Noemi",La Rioja,argentinadatos,
HCDN0996,"Herrera, Jose Alberto",Santiago del Estero,argentinadatos,
HCDN1529,"Herrera, Luis Beder",La Rioja,argentinadatos,
HCDN3021,"Herrera, Marcela",Tucumán,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN3021.jpg
HCDN2949,"Herrera, Ricardo",La Rioja,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2949.jpg
HCDN1464,"Hers Cabral, Anabella Ruth",CABA,argentinadatos,
HCDN3232,"Holzman, Patricia",CABA,argentinadatos+hcdn,
HCDN1484,"Horne, Silvia Renee",Río Negro,argentinadatos,
HCDN0997,"Hotton, Cynthia Liliana",CABA,argentinadatos,
HCDN1573,"Huczak, Stella Maris",Mendoza,argentinadatos,
HCDN3098,"Huesen, Gerardo",Tucumán,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3098.jpg
HCDN3165,"Humenuk, Gladys",Buenos Aires,argentinadatos+hcdn,
HCDN2436,"Hummel, Astrid",Santa Fe,argentinadatos,
HCDN1522,"Huss, Juan Manuel",Entre Ríos,argentinadatos,
HCDN1272,"Ianni, Ana Maria",Santa Cruz,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN1272.jpg
HCDN3092,"Ibañez, Maria Cecilia",Córdoba,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3092.jpg
HCDN1181,"Ibarra, Eduardo Mauricio",San Juan,argentinadatos,
HCDN0660,"Ibarra, Vilma Lidia",CABA,argentinadatos,
HCDN1031,"Iglesias, Fernando Adolfo",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1031.jpg
HCDN1475,"Igon, Santiago Nicolas",Chubut,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1475.jpg
HCDN1499,"Incicco, Lucas Ciriaco",Santa Fe,argentinadatos,
HCDN2384,"Infante, Hugo Orlando",Santiago del Estero,argentinadatos,
HCDN1346,"Insaurralde, Martin",Buenos Aires,argentinadatos,
HCDN2950,"Iparraguirre, Rogelio",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2950.jpg
HCDN0760,"Irrazabal, Juan Manuel",Misiones,argentinadatos,
HCDN1392,"Isa, Evita Nelida",Salta,argentinadatos,
HCDN1134,"Iturraspe, Nora Graciela",Buenos Aires,argentinadatos,
HCDN3243,"Jaime Quiroga, Carlos Gustavo",San Juan,argentinadatos+hcdn,
HCDN1410,"Jaldo, Osvaldo Francisco",Tucumán,argentinadatos,
HCDN1403,"Javkin, Pablo Lautaro",Santa Fe,argentinadatos,
HCDN2824,"Jetter, Ingrid",Corrientes,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2824.jpg
HCDN2809,"Joury, Maria de las Mercedes",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2809.jpg
HCDN1407,"Juarez, Manuel Humberto",Santiago del Estero,argentinadatos,
HCDN1353,"Juarez, Myrian del Valle",Catamarca,argentinadatos,
HCDN1121,"Juez, Luis Alfredo",Córdoba,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1121.jpg
HCDN3068,"Juliano, Pablo",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3068.jpg
HCDN1273,"Junio, Juan Carlos Isaac",CABA,argentinadatos,
HCDN1182,"Juri, Mariana",Mendoza,argentinadatos,
HCDN1076,"Katz, Daniel",Buenos Aires,argentinadatos,
HCDN0998,"Kenny, Eduardo Enrique Federico",La Pampa,argentinadatos,
HCDN1337,"Kicillof, Axel",CABA,argentinadatos,
