id,nombre,distrito,source,foto
HCDN1489,"Kirchner, Maximo Carlos",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN1489.jpg
HCDN0707,"Kirchner, Nestor Carlos",Buenos Aires,argentinadatos,
HCDN2941,"Klipauka Lewtak, Florencia",Misiones,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2941.jpg
HCDN2846,"Koenig, Marcelo",Buenos Aires,argentinadatos,
vote-koenig-marcelo-christian,"Koenig, Marcelo Christian",,votes,
HCDN0999,"Korenfeld, Beatriz Liliana",Santa Cruz,argentinadatos,
HCDN1274,"Kosiner, Pablo Francisco Juan",Salta,argentinadatos,
HCDN0895,"Kroneberger, Daniel Ricardo",La Pampa,argentinadatos,
HCDN0896,"Kunkel, Carlos Miguel",Buenos Aires,argentinadatos,
HCDN2958,"Laciar, Susana Alicia",San Juan,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2958.jpg
HCDN2385,"Lacoste, Jorge Enrique",Entre Ríos,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2385.jpg
HCDN1358,"Lagoria, Elia Nelly",Chubut,argentinadatos,
HCDN2761,"Lampreabe, Florencia",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2761.jpg
HCDN1077,"Lanceta, Ruben Orfel",Buenos Aires,argentinadatos,
HCDN0837,"Landau, Jorge Alberto",Buenos Aires,argentinadatos,
HCDN2796,"Landriscini, Susana Graciela",Río Negro,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2796.jpg
HCDN3205,"Lanesan Sancho, Moira",Santa Cruz,argentinadatos+hcdn,
HCDN1275,"Larroque, Andres",Buenos Aires,argentinadatos,
HCDN1433,"Laspina, Luciano Andres",Santa Fe,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1433.jpg
HCDN2749,"Latorre, Jimena",Mendoza,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2749.jpg
HCDN3231,"Laumann, Andres Ariel",Entre Ríos,argentinadatos+hcdn,
HCDN1468,"Lavagna, Marco",CABA,argentinadatos,
HCDN2386,"Leavy, Sergio Napoleon",Salta,argentinadatos,
HCDN2388,"Ledesma Abdala de Zamora, Claudia",Santiago del Estero,argentinadatos,
HCDN1096,"Ledesma, Julio Ruben",Buenos Aires,argentinadatos,
HCDN2886,"Ledesma, Tomas",Entre Ríos,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2886.jpg
HCDN0811,"Leguizamon, Maria Laura",Buenos Aires,argentinadatos,
HCDN2389,"Lehmann, Maria Lucila",Santa Fe,argentinadatos,
HCDN2792,"Leito, Mario",Tucumán,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2792.jpg
HCDN2799,"Leiva, Aldo",Chaco,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2799.jpg
HCDN3084,"Lemoine, Lilia",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3084.jpg
HCDN2771,"Lena, Gabriela",Entre Ríos,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2771.jpg
HCDN3189,"Leone, Andres",CABA,argentinadatos+hcdn,
HCDN1000,"Leverberg, Stella Maris",Misiones,argentinadatos,
HCDN1078,"Linares, Maria Virginia",Buenos Aires,argentinadatos,
HCDN1445,"Lipovetzky, Daniel Andres",Buenos Aires,argentinadatos,
HCDN2936,"Litza, Monica",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2936.jpg
HCDN1579,"Litza, Monica Edith",Buenos Aires,argentinadatos,
HCDN3025,"Llancafilo, Osvaldo",Neuquén,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN3025.jpg
HCDN3070,"Llano, Mercedes",Mendoza,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3070.jpg
HCDN1476,"Llanos Massa, Ana Maria",Chubut,argentinadatos,
HCDN1183,"Llanos, Ermindo Edgardo Marcelo",Jujuy,argentinadatos,
HCDN2390,"Llaryora, Martin Miguel",Córdoba,argentinadatos,
HCDN1038,"Llera, Timoteo",Misiones,argentinadatos,
HCDN3172,"Lluch, Enrique",Córdoba,argentinadatos+hcdn,
HCDN0530,"Lombardi, Hernan",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN0530.jpg
HCDN3161,"Longo, Johanna Sabrina",Buenos Aires,argentinadatos+hcdn,
HCDN1563,"Lopardo, Maria Paula",CABA,argentinadatos,
HCDN0014,"Lopez Arias, Marcelo Eduardo",Salta,argentinadatos,
HCDN1482,"Lopez Koenig, Leandro Gaston",Neuquén,argentinadatos,
HCDN2898,"Lopez Murphy, Ricardo Hipolito",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2898.jpg
HCDN3168,"Lopez Pasquali, Cecilia",Santiago del Estero,argentinadatos+hcdn,
HCDN2791,"Lopez Rodriguez, Dante",Catamarca,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2791.jpg
HCDN2877,"Lopez, Gustavo Fernando",CABA,argentinadatos,
HCDN2851,"Lopez, Jimena",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2851.jpg
HCDN2401,"Lopez, Juan Manuel",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2401.jpg
HCDN1393,"Lopez, Pablo Sebastian",Salta,argentinadatos,
HCDN1002,"Lopez, Rafael Angel",Formosa,argentinadatos,
HCDN1110,"Lorges, Juan Carlos",Buenos Aires,argentinadatos,
HCDN1439,"Lospennato, Silvia",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1439.jpg
HCDN1276,"Lotto, Ines Beatriz",Formosa,argentinadatos,
HCDN1043,"Lousteau, Martin",CABA,argentinadatos+hcdn,
HCDN0799,"Lozano, Claudio Raul",CABA,argentinadatos,
HCDN1003,"Luna de Marcos, Ana Zulema",Santiago del Estero,argentinadatos,
HCDN3221,"Luque, Juan Pablo",Chubut,argentinadatos+hcdn,
HCDN0513,"Lusquiños, Luis Bernardo",San Luis,argentinadatos,
HCDN1379,"Mac Allister, Carlos Javier",La Pampa,argentinadatos,
HCDN0440,"Macaluse, Eduardo Gabriel",Buenos Aires,argentinadatos,
HCDN2402,"Macha, Monica",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2402.jpg
HCDN1518,"Macias, Oscar Alberto",Corrientes,argentinadatos,
HCDN3075,"Macyszyn, Lorena",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3075.jpg
HCDN1381,"Madera, Teresita",La Rioja,argentinadatos,
HCDN1347,"Magario, Veronica Maria",Buenos Aires,argentinadatos,
HCDN1184,"Majdalani, Silvia Cristina",CABA,argentinadatos,
HCDN1277,"Maldonado, Victor Hugo",Chaco,argentinadatos,
HCDN2908,"Manes, Facundo",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2908.jpg
HCDN3206,"Mango, Marcelo",Río Negro,argentinadatos+hcdn,
HCDN3081,"Manrique, Mario",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3081.jpg
HCDN1185,"Mansur, Ricardo Alfredo",Mendoza,argentinadatos,
HCDN2807,"Manzi, Ruben",Catamarca,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2807.jpg
HCDN1565,"Maquieyra, Martin",La Pampa,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1565.jpg
HCDN3224,"Marclay, Marianela",Entre Ríos,argentinadatos+hcdn,
HCDN2879,"Marcolli, Julieta",Catamarca,argentinadatos,
HCDN0768,"Marconato, Gustavo Angel",Santa Fe,argentinadatos,
HCDN1424,"Marcopulos, Juan Fernando",Corrientes,argentinadatos,
HCDN1505,"Marcucci, Hugo Maria",Santa Fe,argentinadatos,
HCDN2944,"Marin, Varinia Lis",La Pampa,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2944.jpg
HCDN3007,"Marino, Juan",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3007.jpg
HCDN2848,"Marquez, Claudia Gabriela",Córdoba,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2848.jpg
HCDN3063,"Marquez, Nadia",Neuquén,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN3063.jpg
HCDN2403,"Martiarena, Jose Luis",Jujuy,argentinadatos,
HCDN1036,"Martiarena, Mario Humberto",Jujuy,argentinadatos,
HCDN2764,"Martin, Juan",Santa Fe,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2764.jpg
HCDN1355,"Martinez Campos, Gustavo Jose",Chaco,argentinadatos,
HCDN1032,"Martinez Oddone, Heriberto Agustin",Córdoba,argentinadatos,
HCDN1511,"Martinez Villada, Leonor Maria",Córdoba,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1511.jpg
HCDN2938,"Martinez, Alvaro",Mendoza,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2938.jpg
HCDN1498,"Martinez, Ana Laura",Santa Fe,argentinadatos,
HCDN1562,"Martinez, Dario",Neuquén,argentinadatos,
HCDN2816,"Martinez, Dolores",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2816.jpg
HCDN1186,"Martinez, Ernesto Felix",Córdoba,argentinadatos,
HCDN2789,"Martinez, German Pedro",Santa Fe,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2789.jpg
HCDN0770,"Martinez, Julio Cesar",La Rioja,argentinadatos,
HCDN2776,"Martinez, Maria Rosa",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2776.jpg
HCDN1408,"Martinez, Oscar Anselmo",Tierra del Fuego,argentinadatos,
HCDN1278,"Martinez, Oscar Ariel",Santa Fe,argentinadatos,
HCDN1525,"Martinez, Silvia Alejandra",Jujuy,argentinadatos,
HCDN1187,"Martinez, Soledad",Buenos Aires,argentinadatos,
HCDN2860,"Marziotta, Gisela",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2860.jpg
HCDN1473,"Masin, Maria Lucila",Chaco,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1473.jpg
HCDN1107,"Massa, Sergio Tomas",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1107.jpg
HCDN1515,"Massei, Juan Carlos",Córdoba,argentinadatos,
HCDN1504,"Massetani, Vanesa Laura",Santa Fe,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1504.jpg
HCDN1571,"Masso, Federico Augusto",Tucumán,argentinadatos,
HCDN1512,"Massot, Nicolas",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN1512.jpg
HCDN2948,"Mastaler, Magali",Santa Fe,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2948.jpg
HCDN2391,"Matzen, Lorena",Río Negro,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2391.jpg
hcdn-matzkin-martin,"Matzkin, Martín",La Pampa,hcdn,
HCDN3196,"Maureira, Karina",Neuquén,argentinadatos+hcdn,
HCDN3071,"Mayoraz, Nicolas",Santa Fe,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3071.jpg
HCDN1362,"Mazure, Liliana Amalia",CABA,argentinadatos,
HCDN1188,"Mazzarella, Susana del Valle",Córdoba,argentinadatos,
HCDN2392,"Medina, Gladys",Tucumán,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2392.jpg
HCDN2393,"Medina, Martin Nicolas",Buenos Aires,argentinadatos,
HCDN2433,"Mendoza, Josefina",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2433.jpg
HCDN1279,"Mendoza, Mayra Soledad",Buenos Aires,argentinadatos,
HCDN1189,"Mendoza, Sandra Marcela",Chaco,argentinadatos,
HCDN3107,"Menem, Martin",La Rioja,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3107.jpg
HCDN2394,"Menna, Gustavo",Chubut,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2394.jpg
HCDN1190,"Mera, Dalmacio",Catamarca,argentinadatos,
HCDN1470,"Mercado, Veronica",Catamarca,argentinadatos,
HCDN1004,"Merchan, Paula Cecilia",Córdoba,argentinadatos,
HCDN1005,"Merlo, Mario Raul",San Luis,argentinadatos,
HCDN1367,"Mestre, Diego Matias",Córdoba,argentinadatos,
HCDN1280,"Metaza, Mario Alfredo",Santa Cruz,argentinadatos,
HCDN3246,"Metral Asensio, Julieta",Mendoza,argentinadatos+hcdn,
HCDN3218,"Michel, Guillermo",Entre Ríos,argentinadatos+hcdn,
HCDN1191,"Michetti, Marta Gabriela",CABA,argentinadatos,
HCDN2880,"Milei, Javier Gerardo",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2880.jpg
HCDN1192,"Milman, Gerardo",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1192.jpg
HCDN3220,"Miño, Fernanda",Buenos Aires,argentinadatos+hcdn,
HCDN2738,"Mirabella, Roberto",Santa Fe,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2738.jpg
HCDN1478,"Miranda, Pedro Ruben",Mendoza,argentinadatos,
HCDN1281,"Mirkin, Beatriz Graciela",Tucumán,argentinadatos,
HCDN0903,"Moises, Maria Carolina",Jujuy,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN0903.jpg
HCDN1223,"Molas, Pedro Omar",Catamarca,argentinadatos,
HCDN3244,"Molina, Juan Carlos",Santa Cruz,argentinadatos+hcdn,
HCDN1528,"Molina, Karina Alejandra",La Rioja,argentinadatos,
HCDN1282,"Molina, Manuel Isauro",Catamarca,argentinadatos,
HCDN3162,"Molinuevo, Soledad",Tucumán,argentinadatos+hcdn,
HCDN3056,"Molle, Matias",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3056.jpg
vote-monaldi-osmar,"Monaldi, Osmar",,votes,
HCDN2395,"Monaldi, Osmar Antonio",Jujuy,argentinadatos,
HCDN3245,"Mondaca, Soledad",Neuquén,argentinadatos+hcdn,
HCDN1520,"Monfort, Marcelo Alejandro",Entre Ríos,argentinadatos,
HCDN0774,"Mongelo, Jose Ricardo",Chaco,argentinadatos,
HCDN3236,"Monguillot, Fernando",Catamarca,argentinadatos+hcdn,
HCDN3095,"Montenegro, Guillermo",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3095.jpg
HCDN2396,"Montenegro, Guillermo Tristan",Buenos Aires,argentinadatos,
HCDN3187,"Montenegro, Juan Pablo",Santa Fe,argentinadatos+hcdn,
HCDN1006,"Montero, Laura Gisela",Mendoza,argentinadatos,
HCDN2927,"Monti, Francisco",Catamarca,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2927.jpg
HCDN2808,"Montoto, Maria Luisa",Santiago del Estero,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2808.jpg
HCDN0698,"Montoya, Jorge Luciano",Córdoba,argentinadatos,
HCDN1440,"Monzo, Emilio",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1440.jpg
HCDN3045,"Monzon, Roxana",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3045.jpg
HCDN2767,"Morales Gorleri, Victoria",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2767.jpg
HCDN2397,"Morales, Flavia",Misiones,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2397.jpg
HCDN1531,"Morales, Mariana Elizabet",Santiago del Estero,argentinadatos,
HCDN1080,"Moran, Juan Carlos",Buenos Aires,argentinadatos,
HCDN3008,"Moran, Micaela",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN3008.jpg
HCDN1007,"Morante, Antonio Arnaldo Maria",Chaco,argentinadatos,
HCDN3046,"Morchio, Francisco",Entre Ríos,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3046.jpg
HCDN1463,"Moreau, Cecilia",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN1463.jpg
vote-moreau-leopoldo,"Moreau, Leopoldo",,votes,
HCDN0303,"Moreau, Leopoldo Raul Guido",Buenos Aires,argentinadatos,
HCDN1008,"Morejon, Manuel Amor",Chubut,argentinadatos,
HCDN3103,"Moreno Ovalle, Julio",Salta,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3103.jpg
HCDN0905,"Moreno, Carlos Julio",Buenos Aires,argentinadatos,
HCDN3104,"Moreno, Maria de los Angeles",San Juan,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN3104.jpg
HCDN2536,"Moretti, Jose Luis",La Rioja,argentinadatos,
HCDN2398,"Mosqueda, Juan",Chaco,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2398.jpg
HCDN1193,"Mouilleron, Roberto Mario",Buenos Aires,argentinadatos,
HCDN2857,"Mounier, Patricia",Santa Fe,argentinadatos,
vote-mounier-patricia-monica,"Mounier, Patricia Monica",,votes,
HCDN3241,"Moyano, Hugo Antonio",Buenos Aires,argentinadatos+hcdn,
HCDN1283,"Moyano, Juan Facundo",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1283.jpg
HCDN2980,"Moyano, Nilda",Santiago del Estero,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2980.jpg
HCDN3015,"Mraida, Gabriel Sebastian",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN3015.jpg
HCDN3191,"Mukdise, Jorge",Santiago del Estero,argentinadatos+hcdn,
HCDN1284,"Müller, Edgar Raul",Córdoba,argentinadatos,
HCDN0019,"Müller, Mabel Hilda",Buenos Aires,argentinadatos,
HCDN3251,"Muñoz, Gabriela Luciana",Neuquén,argentinadatos+hcdn,
HCDN2434,"Muñoz, Rosa Rosario",Chubut,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2434.jpg
HCDN2399,"Najul, Claudia",Mendoza,argentinadatos,
vote-najul-claudia-ines,"Najul, Claudia Inés",,votes,
HCDN1487,"Nanni, Miguel",Salta,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1487.jpg
HCDN1285,"Navarro, Graciela",Santiago del Estero,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1285.jpg
HCDN1516,"Nazario, Adriana Monica",Córdoba,argentinadatos,
HCDN1194,"Nebreda, Carmen Rosa",Córdoba,argentinadatos,
HCDN2340,"Neder, Estela Mary",Santiago del Estero,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2340.jpg
HCDN0035,"Negri, Mario Raul",Córdoba,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN0035.jpg
HCDN2983,"Nieri, Lisandro",Mendoza,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2983.jpg
HCDN3177,"Niveyro, Miriam",Buenos Aires,argentinadatos+hcdn,
HCDN3076,"Noblega, Sebastian",Catamarca,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3076.jpg
HCDN3197,"Noguera, Javier",Tucumán,argentinadatos+hcdn,
HCDN1500,"Nuñez, Jose",Santa Fe,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN1500.jpg
HCDN2788,"Obeid, Alejandra del Huerto",Santa Fe,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2788.jpg
HCDN0453,"Obeid, Jorge Alberto",Santa Fe,argentinadatos,
HCDN0960,"Obiglio, Julian Martin",CABA,argentinadatos,
HCDN0454,"Ocaña, Graciela",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN0454.jpg
HCDN3203,"Ojeda, Joaquin",Buenos Aires,argentinadatos+hcdn,
HCDN0906,"Oliva, Cristian Rodolfo",Santiago del Estero,argentinadatos,
HCDN1430,"Olivares, Hector Enrique",La Rioja,argentinadatos,
HCDN2400,"Oliveto Lago, Paula",CABA,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2400.jpg
HCDN1197,"Olmedo, Alfredo Horacio",Salta,argentinadatos,
HCDN3012,"Olmos, Kelly",CABA,argentinadatos+hcdn,
HCDN2909,"Omodeo, Paula",Tucumán,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2909.jpg
HCDN1286,"Oporto, Mario Nestor",Buenos Aires,argentinadatos,
HCDN1496,"Orellana, Jose Fernando",Tucumán,argentinadatos,
HCDN2760,"Ormachea, Claudia Beatriz",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2760.jpg
HCDN3096,"Orozco, Emilia",Salta,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN3096.jpg
HCDN2801,"Orrego, Humberto Marcelo",San Juan,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2801.jpg
HCDN1196,"Orsolini, Pablo Eduardo",Chaco,argentinadatos,
HCDN2867,"Ortega, Carlos",Buenos Aires,argentinadatos,
vote-ortega-carlos-alberto,"Ortega, Carlos Alberto",,votes,
HCDN1287,"Ortiz Correa, Marcia Sara Maria",Catamarca,argentinadatos,
HCDN1288,"Ortiz, Mariela",Jujuy,argentinadatos,
HCDN0633,"Osuna, Blanca Ines",Entre Ríos,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN0633.jpg
HCDN3100,"Outes, Pablo",Salta,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3100.jpg
HCDN3061,"Pagano, Marcela Marina",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3061.jpg
HCDN1009,"Pais, Juan Mario",Chubut,argentinadatos,
HCDN2904,"Palazzo, Sergio Omar",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2904.jpg
HCDN3158,"Palladino, Claudia Maria",Catamarca,argentinadatos+hcdn,
HCDN1198,"Pansa, Sergio Horacio",San Luis,argentinadatos,
HCDN2922,"Paponet, Liliana",Mendoza,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2922.jpg
HCDN1199,"Parada, Liliana Beatriz",CABA,argentinadatos,
HCDN1037,"Paredes Urquiza, Alberto Nicolas",La Rioja,argentinadatos,
HCDN3181,"Pareja, Sebastian",Buenos Aires,argentinadatos+hcdn,
HCDN2784,"Parola, Maria Graciela",Formosa,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2784.jpg
HCDN1010,"Paroli, Raul Omar",Catamarca,argentinadatos,
HCDN1048,"Parrilli, Nanci Maria Agustina",Neuquén,argentinadatos,
HCDN1081,"Pasini, Ariel Osvaldo Eloy",Buenos Aires,argentinadatos,
HCDN1460,"Passo, Marcela Fabiana",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1460.jpg
HCDN1386,"Pastori, Luis Mario",Misiones,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1386.jpg
HCDN1011,"Pastoriza, Mirta Ameliana",Santiago del Estero,argentinadatos,
HCDN3250,"Patiño Brizuela, Marcos",Córdoba,argentinadatos+hcdn,
HCDN1564,"Patiño, Jose Luis",CABA,argentinadatos,
HCDN3105,"Pauli, Santiago",Tierra del Fuego,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3105.jpg
HCDN3108,"Paulon, Esteban",Santa Fe,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3108.jpg
HCDN2902,"Pedrali, Gabriela",La Rioja,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2902.jpg
HCDN1356,"Pedrini, Juan Manuel",Chaco,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN1356.jpg
HCDN3160,"Pellegrini, Agustin",Santa Fe,argentinadatos+hcdn,
HCDN3249,"Pelli, Federico Agustin",Tucumán,argentinadatos+hcdn,
HCDN3040,"Peluc, Jose",San Juan,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3040.jpg
HCDN2821,"Penacca, Paula Andrea",CABA,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN2821.jpg
HCDN1583,"Peñaloza Marianetti, Maria Florencia",San Juan,argentinadatos,
HCDN1012,"Peralta, Fabian Francisco",Santa Fe,argentinadatos,
HCDN1013,"Pereyra, Guillermo Antonio",Mendoza,argentinadatos,
HCDN1513,"Pereyra, Juan Manuel",Córdoba,argentinadatos,
HCDN2915,"Pereyra, Julio",Buenos Aires,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2915.jpg
HCDN2769,"Perez Araujo, Hernan",La Pampa,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2769.jpg
HCDN2871,"Perez Plaza, Eber Albano",Mendoza,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2871.jpg
HCDN0781,"Perez, Adrian",Buenos Aires,argentinadatos,
HCDN1200,"Perez, Alberto Jose",San Luis,argentinadatos,
HCDN1014,"Perez, Jorge Raul",Santiago del Estero,argentinadatos,
HCDN1409,"Perez, Martin Alejandro",Tierra del Fuego,argentinadatos,
HCDN1462,"Perez, Raul Joaquin",Buenos Aires,argentinadatos,
HCDN0783,"Perie, Hugo Ruben",Corrientes,argentinadatos,
HCDN1039,"Perie, Julia Argentina",Misiones,argentinadatos,
HCDN1289,"Perotti, Omar Angel",Santa Fe,argentinadatos,
HCDN1231,"Perroni, Ana Maria",Corrientes,argentinadatos,
HCDN2404,"Pertile, Elda",Chaco,argentinadatos,https://api.argentinadatos.com/static/diputados/diputados/HCDN2404.jpg
HCDN1385,"Petri, Luis",Mendoza,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN1385.jpg
vote-petri-luis-alfonso,"Petri, Luis Alfonso",,votes,
HCDN3228,"Petrovich, Maria Lorena",Buenos Aires,argentinadatos+hcdn,
HCDN3051,"Picat, Luis Albino",Córdoba,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3051.jpg
HCDN2405,"Piccolomini, Maria Carla",Buenos Aires,argentinadatos,
HCDN0022,"Pichetto, Miguel Angel",Buenos Aires,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN0022.jpg
HCDN3050,"Picon Martinez, Nancy Viviana",San Juan,argentinadatos+hcdn,https://api.argentinadatos.com/static/diputados/diputados/HCDN3050.jpg
HCDN1201,"Piemonte, Hector Horacio",Buenos Aires,argentinadatos,
HCDN1290,"Pietragalla Corti, Horacio",Buenos Aires,argentinadatos+hcdn,
HCDN1202,"Pilatti Vergara, Maria Ines",Chaco,argentinadatos,
HCDN0785,"Pinedo, Federico",CABA,argentinadatos,
HCDN1133,"Pinto, Sergio Damian",Mendoza,argentinadatos,
