id,list_id,election_id,district_id,order,rol,nombre,elected,legislator_id,match_confidence,mandato_inicio,mandato_fin,foto
2019-la-rioja-juntos-por-la-rioja-s-03,2019-la-rioja-juntos-por-la-rioja,diputados-2019,La Rioja,3,suplente,"MALDONADO, EVA HAYDEE MARTINEZ",false,,,,,
2019-la-rioja-juntos-por-la-rioja-01,2019-la-rioja-juntos-por-la-rioja,diputados-2019,La Rioja,1,titular,"ALVAREZ, DIEGO FELIPE",true,HCDN2790,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2790.jpg
2019-la-rioja-juntos-por-la-rioja-02,2019-la-rioja-juntos-por-la-rioja,diputados-2019,La Rioja,2,titular,"SALZWEDEL, CRISTINA ADRIANA",false,,,,,
2019-la-rioja-juntos-por-la-rioja-03,2019-la-rioja-juntos-por-la-rioja,diputados-2019,La Rioja,3,titular,"LACIAR, CARLOS DANTE",false,,,,,
2019-mendoza-cambia-mendoza-s-01,2019-mendoza-cambia-mendoza,diputados-2019,Mendoza,1,suplente,"ZAMBRINI, MARISA",false,,,,,
2019-mendoza-cambia-mendoza-s-02,2019-mendoza-cambia-mendoza,diputados-2019,Mendoza,2,suplente,"SPEZIA, ANTONIO",false,,,,,
2019-mendoza-cambia-mendoza-s-03,2019-mendoza-cambia-mendoza,diputados-2019,Mendoza,3,suplente,"ABIHAGGLE, VICTORIA",false,,,,,
2019-mendoza-cambia-mendoza-01,2019-mendoza-cambia-mendoza,diputados-2019,Mendoza,1,titular,"CORNEJO, ALFREDO",true,HCDN0870,exact,2019-12-10,2021-12-09,
2019-mendoza-cambia-mendoza-02,2019-mendoza-cambia-mendoza,diputados-2019,Mendoza,2,titular,"LATORRE, JIMENA",true,HCDN2749,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2749.jpg
2019-mendoza-cambia-mendoza-03,2019-mendoza-cambia-mendoza,diputados-2019,Mendoza,3,titular,"MARCHI, OMAR DE",true,HCDN0871,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0871.jpg
2019-mendoza-cambia-mendoza-04,2019-mendoza-cambia-mendoza,diputados-2019,Mendoza,4,titular,"FRANCESE, SILVANA",false,,,,,
2019-mendoza-cambia-mendoza-05,2019-mendoza-cambia-mendoza,diputados-2019,Mendoza,5,titular,"NIERI, LISANDRO",true,HCDN2983,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2983.jpg
2019-mendoza-frente-de-izquierda-y-de-trabajadores-unidad-s-01,2019-mendoza-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Mendoza,1,suplente,"DEFILIPPI, CAROLINA VIRGINIA",false,,,,,
2019-mendoza-frente-de-izquierda-y-de-trabajadores-unidad-s-02,2019-mendoza-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Mendoza,2,suplente,"LOPRESTI, LEONARDO BRUNO",false,,,,,
2019-mendoza-frente-de-izquierda-y-de-trabajadores-unidad-s-03,2019-mendoza-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Mendoza,3,suplente,"GUAJARDO, VANESA VALERIA",false,,,,,
2019-mendoza-frente-de-izquierda-y-de-trabajadores-unidad-01,2019-mendoza-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Mendoza,1,titular,"JIMENEZ, LAUTARO",false,,,,,
2019-mendoza-frente-de-izquierda-y-de-trabajadores-unidad-02,2019-mendoza-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Mendoza,2,titular,"GAZZO, NADYA ORTIZ",false,,,,,
2019-mendoza-frente-de-izquierda-y-de-trabajadores-unidad-03,2019-mendoza-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Mendoza,3,titular,"VILA, VICTOR DA",false,,,,,
2019-mendoza-frente-de-izquierda-y-de-trabajadores-unidad-04,2019-mendoza-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Mendoza,4,titular,"MARIANETTI, MARCIA GISELA",false,,,,,
2019-mendoza-frente-de-izquierda-y-de-trabajadores-unidad-05,2019-mendoza-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Mendoza,5,titular,"LOPEZ, MAURICIO ANDRES",false,,,,,
2019-mendoza-frente-de-todos-s-01,2019-mendoza-frente-de-todos,diputados-2019,Mendoza,1,suplente,"VILLANUEVA, FERNANDO DANIEL",false,,,,,
2019-mendoza-frente-de-todos-s-02,2019-mendoza-frente-de-todos,diputados-2019,Mendoza,2,suplente,"ANGELONI, ANTONELLA",false,,,,,
2019-mendoza-frente-de-todos-s-03,2019-mendoza-frente-de-todos,diputados-2019,Mendoza,3,suplente,"HIDALGO, DIEGO",false,,,,,
2019-mendoza-frente-de-todos-01,2019-mendoza-frente-de-todos,diputados-2019,Mendoza,1,titular,"UCEDA, MARISA",true,HCDN2753,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2753.jpg
2019-mendoza-frente-de-todos-02,2019-mendoza-frente-de-todos,diputados-2019,Mendoza,2,titular,"BERMEJO, ALEJANDRO",true,HCDN2802,exact,2019-12-10,2021-03-27,https://api.argentinadatos.com/static/diputados/diputados/HCDN2802.jpg
2019-mendoza-frente-de-todos-03,2019-mendoza-frente-de-todos,diputados-2019,Mendoza,3,titular,"CARMONA, JUANA",false,,,,,
2019-mendoza-frente-de-todos-04,2019-mendoza-frente-de-todos,diputados-2019,Mendoza,4,titular,"PLAZA, EBER PEREZ",true,HCDN2871,fuzzy,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2871.jpg
2019-mendoza-frente-de-todos-05,2019-mendoza-frente-de-todos,diputados-2019,Mendoza,5,titular,"OSORIO, MYRNA ELENA",false,,,,,
2019-mendoza-protectora-fuerza-politica-s-01,2019-mendoza-protectora-fuerza-politica,diputados-2019,Mendoza,1,suplente,"LOPEZ, JESICA BELEN",false,,,,,
2019-mendoza-protectora-fuerza-politica-s-02,2019-mendoza-protectora-fuerza-politica,diputados-2019,Mendoza,2,suplente,"HIDALGO, FERNANDO MIGUEL",false,,,,,
2019-mendoza-protectora-fuerza-politica-s-03,2019-mendoza-protectora-fuerza-politica,diputados-2019,Mendoza,3,suplente,"MORALES, VIVIANA ELIZABETH",false,,,,,
2019-mendoza-protectora-fuerza-politica-01,2019-mendoza-protectora-fuerza-politica,diputados-2019,Mendoza,1,titular,"ROMANO, MARCELO MARTIN",false,,,,,
2019-mendoza-protectora-fuerza-politica-02,2019-mendoza-protectora-fuerza-politica,diputados-2019,Mendoza,2,titular,"MONTIVERO, CAROLINA LORENA",false,,,,,
2019-mendoza-protectora-fuerza-politica-03,2019-mendoza-protectora-fuerza-politica,diputados-2019,Mendoza,3,titular,"MONTILLA, GUSTAVO ERNESTO",false,,,,,
2019-mendoza-protectora-fuerza-politica-04,2019-mendoza-protectora-fuerza-politica,diputados-2019,Mendoza,4,titular,"GRIGOR, MARTA ISABEL",false,,,,,
2019-mendoza-protectora-fuerza-politica-05,2019-mendoza-protectora-fuerza-politica,diputados-2019,Mendoza,5,titular,"GIAMBASTIANI, MAURO",false,,,,,
2019-misiones-frente-de-todos-s-01,2019-misiones-frente-de-todos,diputados-2019,Misiones,1,suplente,"GAUNA, MARTA YOLANDA",false,,,,,
2019-misiones-frente-de-todos-s-02,2019-misiones-frente-de-todos,diputados-2019,Misiones,2,suplente,"CACEREZ, LUCAS MARTIN",false,,,,,
2019-misiones-frente-de-todos-s-03,2019-misiones-frente-de-todos,diputados-2019,Misiones,3,suplente,"MELO, GRACIELA BEATRIZ DE",false,,,,,
2019-misiones-frente-de-todos-01,2019-misiones-frente-de-todos,diputados-2019,Misiones,1,titular,"BRITEZ, CRISTINA",true,HCDN1479,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1479.jpg
2019-misiones-frente-de-todos-02,2019-misiones-frente-de-todos,diputados-2019,Misiones,2,titular,"BARBARO, CACHO",true,HCDN2770,fuzzy,2019-12-10,2023-12-09,
2019-misiones-frente-de-todos-03,2019-misiones-frente-de-todos,diputados-2019,Misiones,3,titular,"IRRAZABAL, CRISTELA",false,,,,,
2019-misiones-frente-de-todos-04,2019-misiones-frente-de-todos,diputados-2019,Misiones,4,titular,"ESPER, PICHI",false,,,,,
2019-misiones-frente-renovador-de-la-concordia-s-01,2019-misiones-frente-renovador-de-la-concordia,diputados-2019,Misiones,1,suplente,"FACUNDO, GALEANO N.",false,,,,,
2019-misiones-frente-renovador-de-la-concordia-s-02,2019-misiones-frente-renovador-de-la-concordia,diputados-2019,Misiones,2,suplente,"BENILDA, DAMMER",false,,,,,
2019-misiones-frente-renovador-de-la-concordia-s-03,2019-misiones-frente-renovador-de-la-concordia,diputados-2019,Misiones,3,suplente,"JAVIER, BAREIRO O.",false,,,,,
2019-misiones-frente-renovador-de-la-concordia-01,2019-misiones-frente-renovador-de-la-concordia,diputados-2019,Misiones,1,titular,"HORACIO, SARTORI DIEGO",true,HCDN0791,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0791.jpg
2019-misiones-frente-renovador-de-la-concordia-02,2019-misiones-frente-renovador-de-la-concordia,diputados-2019,Misiones,2,titular,"M., AQUINO IVONNE S.",false,,,,,
2019-misiones-frente-renovador-de-la-concordia-03,2019-misiones-frente-renovador-de-la-concordia,diputados-2019,Misiones,3,titular,"FABIáN, PITANA NéSTOR",false,,,,,
2019-misiones-frente-renovador-de-la-concordia-04,2019-misiones-frente-renovador-de-la-concordia,diputados-2019,Misiones,4,titular,"GRACIELA, LEYES ""CHELA"" M.",false,,,,,
2019-misiones-juntos-por-el-cambio-s-01,2019-misiones-juntos-por-el-cambio,diputados-2019,Misiones,1,suplente,"PUERTA, PEDRO RAMON",false,,,,,
2019-misiones-juntos-por-el-cambio-s-02,2019-misiones-juntos-por-el-cambio,diputados-2019,Misiones,2,suplente,"TORRES, LILIA NOEMI",false,,,,,
2019-misiones-juntos-por-el-cambio-s-03,2019-misiones-juntos-por-el-cambio,diputados-2019,Misiones,3,suplente,"CONTRERAS, SILVIO DENIS",false,,,,,
2019-misiones-juntos-por-el-cambio-01,2019-misiones-juntos-por-el-cambio,diputados-2019,Misiones,1,titular,"SCHIAVONI, ALFREDO OSCAR",true,HCDN2763,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2763.jpg
2019-misiones-juntos-por-el-cambio-02,2019-misiones-juntos-por-el-cambio,diputados-2019,Misiones,2,titular,"BARBIERI, CARLA KATERINE",false,,,,,
2019-misiones-juntos-por-el-cambio-03,2019-misiones-juntos-por-el-cambio,diputados-2019,Misiones,3,titular,"ANDERSEN, RICARDO LEANDRO",false,,,,,
2019-misiones-juntos-por-el-cambio-04,2019-misiones-juntos-por-el-cambio,diputados-2019,Misiones,4,titular,"DORPER, NATALIA GABRIELA",false,,,,,
2019-misiones-partido-socialista-s-01,2019-misiones-partido-socialista,diputados-2019,Misiones,1,suplente,"ARZAMENDIA, HORACIO GABRIEL",false,,,,,
2019-misiones-partido-socialista-s-02,2019-misiones-partido-socialista,diputados-2019,Misiones,2,suplente,"VIANA, MARIA IRIS DEL PILAR",false,,,,,
2019-misiones-partido-socialista-01,2019-misiones-partido-socialista,diputados-2019,Misiones,1,titular,"FERNANDEZ, FERNANDO JESUS",false,,,,,
2019-misiones-partido-socialista-02,2019-misiones-partido-socialista,diputados-2019,Misiones,2,titular,"BARBOZA, MIRIAM YNGRIND",false,,,,,
2019-misiones-partido-socialista-03,2019-misiones-partido-socialista,diputados-2019,Misiones,3,titular,"GOMEZ, JORGE RAMON",false,,,,,
2019-misiones-partido-socialista-04,2019-misiones-partido-socialista,diputados-2019,Misiones,4,titular,"STRAJEVICH, MARIELA SUSANA",false,,,,,
2019-neuquen-consenso-federal-s-01,2019-neuquen-consenso-federal,diputados-2019,Neuquén,1,suplente,"MUÑOZ, SANDRO",false,,,,,
2019-neuquen-consenso-federal-s-02,2019-neuquen-consenso-federal,diputados-2019,Neuquén,2,suplente,"PAEZ, CAROLINA",false,,,,,
2019-neuquen-consenso-federal-01,2019-neuquen-consenso-federal,diputados-2019,Neuquén,1,titular,"ESCOBAR, JESUS",false,,,,,
2019-neuquen-consenso-federal-02,2019-neuquen-consenso-federal,diputados-2019,Neuquén,2,titular,"SANCHEZ, PAULA",false,,,,,
2019-neuquen-frente-de-izquierda-y-de-trabajadores-unidad-s-01,2019-neuquen-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Neuquén,1,suplente,"BARI, JUAN",false,,,,,
2019-neuquen-frente-de-izquierda-y-de-trabajadores-unidad-s-02,2019-neuquen-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Neuquén,2,suplente,"ANDRADE, DANIELA CECILIA ROJAS",false,,,,,
2019-neuquen-frente-de-izquierda-y-de-trabajadores-unidad-01,2019-neuquen-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Neuquén,1,titular,"GODOY, RAUL EDUARDO",false,,,,,
2019-neuquen-frente-de-izquierda-y-de-trabajadores-unidad-02,2019-neuquen-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Neuquén,2,titular,"EGGERS, LAURA ANDREA",false,,,,,
2019-neuquen-frente-de-todos-s-01,2019-neuquen-frente-de-todos,diputados-2019,Neuquén,1,suplente,"CARNAGHI, GUILLERMO",true,HCDN2863,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2863.jpg
2019-neuquen-frente-de-todos-s-02,2019-neuquen-frente-de-todos,diputados-2019,Neuquén,2,suplente,"SUAREZ, GRACIELA",false,,,,,
2019-neuquen-frente-de-todos-01,2019-neuquen-frente-de-todos,diputados-2019,Neuquén,1,titular,"MARTINEZ, DARIO",true,HCDN1562,exact,2019-12-10,2020-08-28,
2019-neuquen-frente-de-todos-02,2019-neuquen-frente-de-todos,diputados-2019,Neuquén,2,titular,"TRABALON, ASUNCION MIRAS",false,,,,,
2019-neuquen-juntos-por-el-cambio-s-01,2019-neuquen-juntos-por-el-cambio,diputados-2019,Neuquén,1,suplente,"BOSCH, ESTEBAN",false,,,,,
2019-neuquen-juntos-por-el-cambio-s-02,2019-neuquen-juntos-por-el-cambio,diputados-2019,Neuquén,2,suplente,"LARDIT, MARINA",false,,,,,
2019-neuquen-juntos-por-el-cambio-01,2019-neuquen-juntos-por-el-cambio,diputados-2019,Neuquén,1,titular,"SANCHEZ, FRANCISCO",true,HCDN2755,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2755.jpg
2019-neuquen-juntos-por-el-cambio-02,2019-neuquen-juntos-por-el-cambio,diputados-2019,Neuquén,2,titular,"TODERO, VALERIA",false,,,,,
2019-neuquen-movimiento-popular-neuquino-s-01,2019-neuquen-movimiento-popular-neuquino,diputados-2019,Neuquén,1,suplente,"GODOY, HECTOR VICENTE",false,,,,,
2019-neuquen-movimiento-popular-neuquino-s-02,2019-neuquen-movimiento-popular-neuquino,diputados-2019,Neuquén,2,suplente,"BENIGAR, ROSSANA MARGARITA",false,,,,,
2019-neuquen-movimiento-popular-neuquino-01,2019-neuquen-movimiento-popular-neuquino,diputados-2019,Neuquén,1,titular,"DIEZ, RICARDO CORRADI",false,,,,,
2019-neuquen-movimiento-popular-neuquino-02,2019-neuquen-movimiento-popular-neuquino,diputados-2019,Neuquén,2,titular,"FIGUEROA, MARIA ADRIANA",false,,,,,
2019-rio-negro-frente-de-izquierda-y-de-trabajadores-unidad-s-01,2019-rio-negro-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Río Negro,1,suplente,"ALIGIA, ARMANDO ANGEL",false,,,,,
2019-rio-negro-frente-de-izquierda-y-de-trabajadores-unidad-s-02,2019-rio-negro-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Río Negro,2,suplente,"DIAZ, MARGARITA SOLEDAD",false,,,,,
2019-rio-negro-frente-de-izquierda-y-de-trabajadores-unidad-s-03,2019-rio-negro-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Río Negro,3,suplente,"BUYANOVSKY, JUAN",false,,,,,
2019-rio-negro-frente-de-izquierda-y-de-trabajadores-unidad-01,2019-rio-negro-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Río Negro,1,titular,"SANTILLAN, LAURA ROMINA",false,,,,,
2019-rio-negro-frente-de-izquierda-y-de-trabajadores-unidad-02,2019-rio-negro-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Río Negro,2,titular,"PAULIC, JORGE DAVID",false,,,,,
2019-rio-negro-frente-de-izquierda-y-de-trabajadores-unidad-03,2019-rio-negro-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Río Negro,3,titular,"ALBORNOZ, IVANNA VANESA",false,,,,,
2019-rio-negro-frente-de-todos-s-01,2019-rio-negro-frente-de-todos,diputados-2019,Río Negro,1,suplente,"MARKS, ANA INES",false,,,,,
2019-rio-negro-frente-de-todos-s-02,2019-rio-negro-frente-de-todos,diputados-2019,Río Negro,2,suplente,"CORDOBA, JOEL FABIAN",false,,,,,
2019-rio-negro-frente-de-todos-s-03,2019-rio-negro-frente-de-todos,diputados-2019,Río Negro,3,suplente,"ROUSIOT, EVELYN JULIET",false,,,,,
2019-rio-negro-frente-de-todos-01,2019-rio-negro-frente-de-todos,diputados-2019,Río Negro,1,titular,"SORIA, MARTIN IGNACIO",true,HCDN2773,exact,2019-12-10,2021-03-27,https://api.argentinadatos.com/static/diputados/diputados/HCDN2773.jpg
2019-rio-negro-frente-de-todos-02,2019-rio-negro-frente-de-todos,diputados-2019,Río Negro,2,titular,"LANDRISCINI, SUSANA GRACIELA",true,HCDN2796,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2796.jpg
2019-rio-negro-frente-de-todos-03,2019-rio-negro-frente-de-todos,diputados-2019,Río Negro,3,titular,"DANTAS, PEDRO CRISTIAN",true,HCDN2870,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2870.jpg
2019-rio-negro-juntos-por-el-cambio-s-01,2019-rio-negro-juntos-por-el-cambio,diputados-2019,Río Negro,1,suplente,"FUENTES, MELISA EDITH",false,,,,,
2019-rio-negro-juntos-por-el-cambio-s-02,2019-rio-negro-juntos-por-el-cambio,diputados-2019,Río Negro,2,suplente,"GARCIA, CARLOS ALBERTO",false,,,,,
2019-rio-negro-juntos-por-el-cambio-s-03,2019-rio-negro-juntos-por-el-cambio,diputados-2019,Río Negro,3,suplente,"RIVAS, ALEJANDRA VERONICA",false,,,,,
2019-rio-negro-juntos-por-el-cambio-01,2019-rio-negro-juntos-por-el-cambio,diputados-2019,Río Negro,1,titular,"WISKY, SERGIO JAVIER",false,,,,,
2019-rio-negro-juntos-por-el-cambio-02,2019-rio-negro-juntos-por-el-cambio,diputados-2019,Río Negro,2,titular,"AGOSTINO, DANIELA BEATRIZ",false,,,,,
2019-rio-negro-juntos-por-el-cambio-03,2019-rio-negro-juntos-por-el-cambio,diputados-2019,Río Negro,3,titular,"LIGUEN, JOSE ADRIAN",false,,,,,
2019-rio-negro-juntos-somos-rio-negro-s-01,2019-rio-negro-juntos-somos-rio-negro,diputados-2019,Río Negro,1,suplente,"MORALES, ELIZABETH BEATRIZ MERELES",false,,,,,
2019-rio-negro-juntos-somos-rio-negro-s-02,2019-rio-negro-juntos-somos-rio-negro,diputados-2019,Río Negro,2,suplente,"AVALOS, ARIEL RAUL",false,,,,,
2019-rio-negro-juntos-somos-rio-negro-s-03,2019-rio-negro-juntos-somos-rio-negro,diputados-2019,Río Negro,3,suplente,"PEREZ, MARIAM NEDY",false,,,,,
2019-rio-negro-juntos-somos-rio-negro-01,2019-rio-negro-juntos-somos-rio-negro,diputados-2019,Río Negro,1,titular,"GIACOMO, LUIS DI",true,HCDN2813,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2813.jpg
2019-rio-negro-juntos-somos-rio-negro-02,2019-rio-negro-juntos-somos-rio-negro,diputados-2019,Río Negro,2,titular,"COSTA, SABINA DEL CARMEN",false,,,,,
2019-rio-negro-juntos-somos-rio-negro-03,2019-rio-negro-juntos-somos-rio-negro,diputados-2019,Río Negro,3,titular,"ESTEVAN, GASTON PEREZ",false,,,,,
2019-salta-frente-de-izquierda-y-de-trabajadores-unidad-s-01,2019-salta-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Salta,1,suplente,"AGUILAR, GONZALO",false,,,,,
2019-salta-frente-de-izquierda-y-de-trabajadores-unidad-s-02,2019-salta-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Salta,2,suplente,"TEJERINA, VERONICA",false,,,,,
2019-salta-frente-de-izquierda-y-de-trabajadores-unidad-s-03,2019-salta-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Salta,3,suplente,"DAZA, CESAR",false,,,,,
2019-salta-frente-de-izquierda-y-de-trabajadores-unidad-01,2019-salta-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Salta,1,titular,"LOPEZ, PABLO",false,,,,,
2019-salta-frente-de-izquierda-y-de-trabajadores-unidad-02,2019-salta-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Salta,2,titular,"PLANES, DANIELA",false,,,,,
2019-salta-frente-de-izquierda-y-de-trabajadores-unidad-03,2019-salta-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Salta,3,titular,"LOPEZ, ARIEL",false,,,,,
2019-salta-frente-de-izquierda-y-de-trabajadores-unidad-04,2019-salta-frente-de-izquierda-y-de-trabajadores-unidad,diputados-2019,Salta,4,titular,"VILLEGAS, ANDREA",false,,,,,
2019-salta-frente-de-todos-s-01,2019-salta-frente-de-todos,diputados-2019,Salta,1,suplente,"RAMIRES, FABIO MARCOS JESÚS VERA",false,,,,,
2019-salta-frente-de-todos-s-02,2019-salta-frente-de-todos,diputados-2019,Salta,2,suplente,"LOPEZ, NOEMI DEL CARMEN",false,,,,,
2019-salta-frente-de-todos-s-03,2019-salta-frente-de-todos,diputados-2019,Salta,3,suplente,"ETCHART, RAUL ALEJANDRO",false,,,,,
2019-salta-frente-de-todos-01,2019-salta-frente-de-todos,diputados-2019,Salta,1,titular,"GODOY, LUCAS JAVIER",true,HCDN2751,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2751.jpg
2019-salta-frente-de-todos-02,2019-salta-frente-de-todos,diputados-2019,Salta,2,titular,"CALIVA, LIA VERONICA",true,HCDN2800,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2800.jpg
2019-salta-frente-de-todos-03,2019-salta-frente-de-todos,diputados-2019,Salta,3,titular,"VILLA, JESUS RAMON ""RANA""",false,,,,,
2019-salta-frente-de-todos-04,2019-salta-frente-de-todos,diputados-2019,Salta,4,titular,"RODAS, ELVA DEL MILAGRO",false,,,,,
2019-salta-juntos-por-el-cambio-s-01,2019-salta-juntos-por-el-cambio,diputados-2019,Salta,1,suplente,"SALADO, RAMIRO GARCIA",false,,,,,
2019-salta-juntos-por-el-cambio-s-02,2019-salta-juntos-por-el-cambio,diputados-2019,Salta,2,suplente,"ZUVIRIA, CAROLINA",false,,,,,
2019-salta-juntos-por-el-cambio-s-03,2019-salta-juntos-por-el-cambio,diputados-2019,Salta,3,suplente,"MARCO, FEDERICO EMMANUEL DI",false,,,,,
2019-salta-juntos-por-el-cambio-01,2019-salta-juntos-por-el-cambio,diputados-2019,Salta,1,titular,"NANNI, MIGUEL",true,HCDN1487,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN1487.jpg
2019-salta-juntos-por-el-cambio-02,2019-salta-juntos-por-el-cambio,diputados-2019,Salta,2,titular,"CORNEJO, VIRGINIA",true,HCDN2782,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN2782.jpg
2019-salta-juntos-por-el-cambio-03,2019-salta-juntos-por-el-cambio,diputados-2019,Salta,3,titular,"LAMAS, EDUARDO",false,,,,,
2019-salta-juntos-por-el-cambio-04,2019-salta-juntos-por-el-cambio,diputados-2019,Salta,4,titular,"CERVERA, LOURDES GOMEZ",false,,,,,
2019-salta-partido-conservador-popular-s-01,2019-salta-partido-conservador-popular,diputados-2019,Salta,1,suplente,"LEMOS, MARIANA",false,,,,,
2019-salta-partido-conservador-popular-s-02,2019-salta-partido-conservador-popular,diputados-2019,Salta,2,suplente,"D'HONT, SANTIAGO",false,,,,,
2019-salta-partido-conservador-popular-s-03,2019-salta-partido-conservador-popular,diputados-2019,Salta,3,suplente,"GARDA, MARIA LEONOR",false,,,,,
2019-salta-partido-conservador-popular-01,2019-salta-partido-conservador-popular,diputados-2019,Salta,1,titular,"MARCONE, MAGA",false,,,,,
2019-salta-partido-conservador-popular-02,2019-salta-partido-conservador-popular,diputados-2019,Salta,2,titular,"VARGAS, HECTOR EZEQUIEL",false,,,,,
2019-salta-partido-conservador-popular-03,2019-salta-partido-conservador-popular,diputados-2019,Salta,3,titular,"BOSCH, CECILIA MARIA DURAND",false,,,,,
2019-salta-partido-conservador-popular-04,2019-salta-partido-conservador-popular,diputados-2019,Salta,4,titular,"GALLARDO, PABLO ANGEL ROBERTO",false,,,,,
2019-salta-union-por-salta-s-01,2019-salta-union-por-salta,diputados-2019,Salta,1,suplente,"SALVA, LEOPOLDO",false,,,,,
2019-salta-union-por-salta-s-02,2019-salta-union-por-salta,diputados-2019,Salta,2,suplente,"GONZALEZ, BLANCA NIEVES LOPEZ",false,,,,,
2019-salta-union-por-salta-s-03,2019-salta-union-por-salta,diputados-2019,Salta,3,suplente,"LEGUINA, FABIAN OSVALDO GARCIA",false,,,,,
2019-salta-union-por-salta-01,2019-salta-union-por-salta,diputados-2019,Salta,1,titular,"KOSINER, PABLO",false,,,,,
2019-salta-union-por-salta-02,2019-salta-union-por-salta,diputados-2019,Salta,2,titular,"MARTINICH, GABRIELA",false,,,,,
2019-salta-union-por-salta-03,2019-salta-union-por-salta,diputados-2019,Salta,3,titular,"MARINARO, FRANCISCO ""PACO""",false,,,,,
2019-salta-union-por-salta-04,2019-salta-union-por-salta,diputados-2019,Salta,4,titular,"GARECA, MALVINA",false,,,,,
2019-san-juan-frente-de-todos-san-juan-s-01,2019-san-juan-frente-de-todos-san-juan,diputados-2019,San Juan,1,suplente,"ZEPEDA, MAIRA AYELEN",false,,,,,
2019-san-juan-frente-de-todos-san-juan-s-02,2019-san-juan-frente-de-todos-san-juan,diputados-2019,San Juan,2,suplente,"BODE, JORGE FACUNDO PERRONE",false,,,,,
2019-san-juan-frente-de-todos-san-juan-s-03,2019-san-juan-frente-de-todos-san-juan,diputados-2019,San Juan,3,suplente,"ROMERO, LAURA VERONICA",false,,,,,
2019-san-juan-frente-de-todos-san-juan-01,2019-san-juan-frente-de-todos-san-juan,diputados-2019,San Juan,1,titular,"GIOJA, JOSE LUIS",true,HCDN0298,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0298.jpg
2019-san-juan-frente-de-todos-san-juan-02,2019-san-juan-frente-de-todos-san-juan,diputados-2019,San Juan,2,titular,"CASELLES, GRACIELA MARIA",true,HCDN0982,exact,2019-12-10,2023-12-09,https://api.argentinadatos.com/static/diputados/diputados/HCDN0982.jpg
2019-san-juan-frente-de-todos-san-juan-03,2019-san-juan-frente-de-todos-san-juan,diputados-2019,San Juan,3,titular,"CUART, GERARDO ENRIQUE TORRENT",false,,,,,
