type,district,electo,bloque,mandato,candidate_id,candidate,confidence,candidates_considered,note
electo_sin_candidato,CABA,"Olmos, Kelly",UNIÓN POR LA PATRIA,2025-2029,,,,[],diputados-2025: revisar aliases / nombre en boleta
